SRA_run_accession,ZfPV,zpico,zpoxv
SRR8788677,UND,UND,UND
SRR2025001,UND,UND,UND
ERR2723458,UND,UND,UND
SRR11080801,Low,UND,UND
SRR9198646,UND,UND,UND
ERR1442787,UND,UND,UND
ERR590794,UND,UND,UND
ERR1889783,UND,UND,UND
SRR6468758,UND,UND,UND
ERR718580,UND,UND,UND
SRR6469101,UND,UND,UND
ERR2723791,UND,UND,UND
ERR1416161,UND,UND,UND
SRR13972075,UND,UND,UND
SRR2735231,UND,UND,UND
SRR21429712,UND,UND,UND
SRR6268049,UND,UND,UND
ERR871335,UND,UND,UND
ERR7720658,UND,UND,UND
SRR17224784,UND,UND,UND
SRR9198733,UND,UND,UND
SRR6268185,UND,UND,UND
SRR12436831,UND,UND,UND
ERR1427221,UND,UND,UND
ERR1374368,UND,UND,UND
SRR3083703,UND,UND,UND
ERR960598,UND,UND,UND
SRR9077091,UND,UND,UND
SRR516128,Low,UND,UND
SRR6176702,UND,UND,UND
SRR11302731,UND,UND,UND
SRR22420224,UND,UND,UND
SRR12438039,UND,UND,UND
ERR960914,UND,UND,UND
SRR14883458,UND,UND,UND
ERR1205345,UND,UND,UND
SRR2982510,UND,UND,UND
SRR5125788,UND,Medium,UND
SRR10040115,UND,UND,UND
ERR2723924,UND,UND,UND
ERR1889877,UND,UND,UND
SRR7063572,UND,UND,UND
SRR6818809,UND,UND,UND
SRR6176641,UND,UND,UND
ERR1216769,UND,UND,UND
ERR1888079,UND,UND,UND
SRR1821832,UND,UND,Low
ERR1857760,UND,UND,UND
SRR13015594,UND,UND,UND
ERR1427199,UND,UND,UND
ERR960798,UND,UND,UND
SRR1062377,UND,UND,UND
SRR7268860,UND,UND,UND
ERR998123,UND,UND,UND
SRR15927804,UND,High,UND
ERR1099408,UND,UND,UND
ERR1204535,UND,UND,UND
ERR1427337,UND,UND,UND
SRR16299373,UND,UND,UND
ERR1427382,UND,UND,UND
SRR17282630,UND,UND,UND
SRR12964273,High,UND,UND
SRR11302972,UND,UND,UND
ERR1757371,UND,UND,UND
ERR411507,UND,UND,UND
SRR6469489,UND,UND,UND
ERR596690,UND,UND,UND
SRR7633477,UND,UND,UND
ERR984497,UND,UND,UND
SRR13297055,UND,UND,UND
SRR10126307,UND,UND,UND
SRR6654397,UND,UND,UND
ERR1888736,UND,UND,UND
ERR1416046,UND,UND,UND
SRR6374791,Low,UND,UND
SRR13297045,UND,UND,UND
SRR6267989,UND,UND,UND
DRR051062,UND,High,UND
SRR10828010,High,UND,UND
ERR1108109,UND,UND,UND
ERR863492,UND,UND,UND
ERR1124654,UND,UND,UND
SRR9141305,Medium,UND,High
ERR853480,UND,UND,UND
ERR1216725,UND,UND,UND
SRR8928913,UND,UND,UND
SRR11862827,UND,UND,UND
SRR5125202,UND,UND,UND
ERR960084,UND,UND,UND
ERR1757704,UND,UND,UND
ERR960882,UND,UND,UND
SRR5251445,UND,UND,UND
SRR11302317,UND,UND,UND
SRR3083720,UND,UND,UND
ERR998157,UND,UND,UND
ERR1821687,UND,UND,UND
SRR11537843,UND,UND,UND
SRR6655262,UND,UND,UND
SRR5921072,UND,UND,Medium
ERR1427115,UND,UND,UND
ERR1475569,UND,UND,UND
SRR5378554,UND,UND,UND
SRR12070759,UND,UND,UND
ERR659992,UND,UND,UND
SRR15204101,UND,UND,UND
SRR6655145,UND,UND,UND
ERR1216120,UND,UND,UND
ERR1374282,UND,UND,UND
SRR6268068,UND,UND,UND
SRR8106314,UND,UND,UND
SRR18053120,UND,UND,UND
ERR2723019,UND,UND,UND
SRR10151716,UND,UND,UND
SRR6250235,UND,UND,UND
SRR6655290,UND,UND,UND
ERR1204481,UND,UND,UND
SRR8106458,UND,UND,UND
SRR8377241,High,UND,UND
SRR11302641,UND,UND,UND
ERR2723946,UND,UND,UND
ERR925774,UND,UND,UND
SRR11302724,UND,UND,UND
SRR18054182,UND,Medium,UND
ERR1216679,UND,UND,UND
SRR7662012,UND,UND,UND
SRR9198931,UND,UND,UND
ERR1125046,UND,UND,UND
SRR8883878,UND,UND,UND
ERR1251901,UND,UND,UND
ERR1821569,UND,UND,UND
SRR535848,UND,UND,UND
SRR8788629,UND,UND,UND
SRR3923680,UND,Low,UND
SRR9182352,UND,UND,UND
SRR13249698,Medium,Low,UND
SRR17968061,UND,UND,UND
SRR13234658,UND,UND,UND
SRR1555545,UND,UND,UND
ERR2723310,UND,UND,UND
SRR6655294,UND,UND,UND
SRR11302882,UND,UND,UND
SRR10126102,UND,UND,UND
ERR1757500,UND,UND,UND
SRR12436738,UND,UND,UND
SRR9077099,UND,UND,UND
SRR10117547,UND,UND,UND
ERR2154643,UND,UND,UND
ERR7131143,UND,UND,UND
SRR10887545,UND,UND,UND
SRR7875955,UND,UND,UND
ERR1891727,UND,UND,UND
ERR1427070,UND,UND,UND
SRR10151941,UND,UND,UND
SRR11585437,UND,UND,UND
ERR2154682,UND,UND,UND
SRR8928907,UND,UND,UND
SRR10741403,High,UND,UND
ERR1397064,UND,UND,UND
SRR13979081,UND,UND,UND
ERR853830,UND,UND,UND
SRR1872309,UND,UND,UND
SRR5119923,UND,UND,UND
SRR12661536,UND,UND,UND
ERR960754,UND,UND,UND
SRR1265749,UND,UND,UND
ERR569548,UND,UND,UND
ERR1374729,UND,UND,UND
SRR11303115,UND,UND,UND
ERR667396,UND,UND,UND
SRR6829425,UND,UND,Low
SRR10125970,UND,UND,UND
SRR10948885,UND,UND,UND
ERR960713,UND,UND,UND
SRR12194982,UND,UND,UND
SRR9622315,UND,UND,UND
SRR17831296,UND,UND,UND
ERR1427135,UND,UND,UND
SRR9674315,UND,UND,UND
ERR998305,UND,UND,UND
SRR18296195,UND,UND,UND
ERR960671,UND,UND,UND
SRR14930239,Medium,UND,UND
SRR14428576,UND,UND,UND
SRR13979084,UND,UND,UND
SRR12436784,UND,UND,UND
SRR7268806,UND,UND,UND
SRR11427388,UND,UND,UND
SRR18516949,UND,UND,UND
ERR960722,UND,UND,UND
SRR16299197,UND,UND,UND
ERR1442839,UND,UND,UND
SRR16388444,UND,UND,UND
SRR11542103,UND,UND,UND
ERR1373445,UND,UND,UND
SRR3179606,UND,UND,UND
SRR5921038,UND,Medium,UND
SRR2239186,UND,UND,UND
SRR11302488,UND,UND,UND
SRR18935956,UND,UND,UND
SRR11302524,UND,UND,UND
SRR10828005,High,UND,UND
SRR1062714,UND,UND,UND
SRR10117587,Low,UND,UND
SRR11926678,UND,UND,UND
SRR1872737,UND,UND,UND
SRR13839921,UND,UND,UND
ERR830349,UND,UND,UND
ERR1426797,UND,UND,UND
SRR1821823,UND,UND,UND
SRR18124376,UND,UND,UND
SRR6020328,UND,UND,UND
ERR1730785,UND,UND,UND
ERR1252245,UND,UND,UND
SRR11303165,UND,UND,UND
ERR998391,UND,UND,UND
ERR853794,UND,UND,UND
SRR11303163,UND,UND,UND
SRR13938354,UND,UND,UND
SRR5086607,UND,Low,UND
SRR633555,UND,UND,UND
ERR1475803,UND,UND,UND
SRR18063814,UND,UND,UND
ERR1620575,UND,UND,UND
ERR959170,UND,UND,UND
SRR6654448,UND,UND,UND
ERR1216640,UND,UND,UND
SRR6654723,UND,UND,UND
ERR2723391,UND,UND,UND
ERR1251988,UND,UND,UND
ERR1620534,UND,UND,UND
SRR8883851,UND,UND,UND
SRR11214374,UND,UND,UND
SRR1872762,UND,UND,UND
SRR3666778,UND,UND,UND
SRR12436771,UND,UND,UND
SRR1062250,UND,UND,UND
SRR5893080,UND,UND,UND
ERR1373565,UND,UND,UND
SRR1062467,UND,UND,UND
SRR15362157,UND,UND,UND
SRR10973996,UND,UND,UND
ERR1888963,UND,UND,UND
ERR1373599,UND,UND,UND
SRR15048107,UND,UND,UND
SRR12037332,UND,UND,UND
SRR16298986,UND,UND,UND
ERR1216780,UND,UND,UND
SRR1872271,UND,UND,UND
ERR1215777,UND,UND,UND
SRR13374849,High,Medium,UND
ERR1215699,UND,UND,UND
SRR6654430,UND,UND,UND
ERR1757666,UND,UND,UND
SRR6908714,UND,UND,UND
SRR17530171,UND,UND,UND
SRR6468805,UND,UND,UND
ERR1407541,UND,UND,UND
ERR1621660,UND,UND,UND
SRR11777177,UND,UND,UND
SRR8811929,UND,UND,UND
SRR11684032,UND,UND,UND
SRR8787806,UND,UND,UND
SRR8883817,UND,UND,UND
SRR5004961,UND,UND,UND
SRR6261591,UND,UND,UND
SRR1872483,UND,UND,UND
SRR1872341,UND,UND,UND
ERR853762,UND,UND,UND
ERR984498,UND,UND,UND
ERR960363,UND,UND,UND
ERR1889176,UND,UND,UND
SRR18935958,UND,UND,UND
SRR6469118,UND,UND,UND
SRR7785382,UND,UND,UND
SRR9850664,UND,UND,UND
SRR10151690,UND,UND,UND
SRR1062396,UND,UND,UND
ERR1427318,UND,UND,UND
SRR1872417,UND,UND,UND
SRR7947897,Low,UND,Low
ERR1620434,UND,UND,UND
SRR20002725,UND,UND,UND
ERR1216738,UND,UND,UND
SRR12070805,UND,UND,UND
ERR1415028,UND,UND,UND
ERR1215991,UND,UND,UND
ERR999512,UND,UND,UND
SRR7061302,UND,UND,UND
ERR1816540,UND,UND,UND
SRR3083732,UND,UND,UND
ERR1892094,UND,UND,UND
SRR13015617,UND,UND,UND
ERR998277,UND,UND,UND
SRR6908613,UND,UND,UND
SRR6469495,UND,UND,UND
ERR1416061,UND,UND,UND
ERR925779,UND,UND,UND
SRR13646748,UND,UND,UND
SRR18220771,UND,UND,UND
SRR6494607,Medium,High,UND
SRR19764247,UND,UND,UND
SRR10127675,UND,UND,UND
ERR667446,UND,UND,UND
SRR11206255,UND,UND,UND
SRR870925,UND,UND,UND
ERR1415409,UND,UND,UND
ERR1205415,UND,UND,UND
SRR8106638,UND,UND,UND
ERR959442,UND,UND,UND
SRR10126084,UND,UND,UND
SRR18220782,UND,UND,UND
SRR6469304,UND,UND,UND
SRR10210691,UND,UND,UND
ERR960830,UND,UND,UND
SRR8883806,UND,UND,UND
ERR1216116,UND,UND,UND
SRR9198723,UND,UND,UND
ERR1216100,UND,UND,UND
ERR926036,UND,UND,UND
SRR11214447,UND,UND,UND
ERR999427,UND,UND,UND
ERR1205292,UND,UND,UND
ERR1374848,UND,UND,UND
SRR7801971,UND,UND,UND
SRR22260536,Low,Medium,Medium
SRR6469397,UND,UND,UND
ERR959497,UND,UND,UND
SRR6268087,UND,UND,UND
SRR5893060,UND,UND,UND
SRR6268177,UND,UND,UND
ERR1252035,UND,UND,UND
ERR737772,UND,UND,UND
SRR19077306,UND,UND,UND
SRR10151730,UND,UND,UND
ERR1888886,UND,UND,UND
ERR667629,UND,UND,UND
SRR22805220,UND,UND,UND
ERR2723431,UND,UND,UND
ERR960845,UND,UND,UND
ERR1621624,UND,UND,UND
SRR13181528,UND,UND,UND
SRR20958396,UND,UND,UND
ERR1427175,UND,UND,UND
ERR1888916,UND,UND,UND
ERR1215894,UND,UND,UND
ERR1205350,UND,UND,UND
SRR870961,UND,UND,UND
SRR16299466,UND,UND,UND
SRR20083926,UND,UND,UND
ERR1888900,UND,UND,UND
ERR1427379,UND,UND,UND
ERR1374155,UND,UND,UND
SRR9198847,UND,UND,UND
ERR1889235,UND,UND,UND
SRR7268924,UND,UND,UND
ERR737773,UND,UND,UND
SRR959306,UND,UND,UND
SRR10753212,UND,UND,UND
ERR517970,UND,UND,UND
SRR11302990,UND,UND,UND
ERR1757727,UND,UND,UND
SRR8788692,UND,UND,UND
ERR958961,UND,UND,UND
SRR5119939,UND,UND,UND
SRR6469760,UND,UND,UND
ERR1621547,UND,UND,UND
SRR11303094,UND,UND,UND
ERR1621443,UND,UND,UND
SRR12005394,UND,UND,UND
SRR9199016,UND,UND,UND
ERR960540,UND,UND,UND
ERR925748,UND,UND,UND
SRR19364729,High,UND,UND
ERR1621493,UND,UND,UND
ERR1692457,UND,UND,UND
SRR6215412,UND,UND,UND
ERR959238,UND,UND,UND
SRR5810848,UND,UND,UND
SRR11206268,UND,UND,UND
ERR998168,UND,UND,UND
ERR1888790,UND,UND,UND
SRR870878,UND,UND,UND
ERR960483,UND,UND,UND
ERR1215790,UND,UND,UND
SRR3381754,UND,UND,High
SRR1039872,UND,UND,UND
ERR1373680,UND,UND,UND
ERR1252246,UND,UND,UND
ERR273871,UND,UND,UND
SRR5381353,Medium,UND,Medium
SRR6469167,UND,UND,UND
ERR1396896,UND,UND,UND
ERR1205324,UND,UND,UND
ERR853707,UND,UND,UND
SRR11933718,UND,UND,UND
SRR5084081,Low,UND,UND
ERR780045,UND,UND,UND
SRR6655319,UND,UND,UND
SRR11114793,UND,UND,UND
SRR1569492,UND,UND,UND
SRR5398234,UND,UND,UND
ERR1251996,UND,UND,UND
SRR10868198,UND,Medium,UND
SRR11427222,UND,UND,UND
DRR224547,UND,UND,UND
SRR8071437,UND,UND,UND
SRR19661768,UND,UND,UND
SRR8883693,UND,UND,UND
ERR2154673,UND,UND,UND
SRR12023701,UND,UND,UND
SRR11033801,UND,UND,UND
SRR5122168,UND,UND,UND
SRR11427390,UND,UND,UND
SRR17745575,UND,UND,UND
ERR1889469,UND,UND,UND
ERR1373526,UND,UND,UND
SRR19627921,UND,UND,UND
SRR13339171,UND,UND,UND
SRR12661882,UND,UND,UND
ERR2154708,UND,UND,UND
ERR1204450,UND,UND,UND
SRR8106562,UND,UND,UND
SRR7892033,UND,UND,UND
SRR12194951,UND,UND,UND
SRR11214397,UND,UND,UND
SRR12661609,UND,UND,UND
ERR1204394,UND,UND,UND
SRR5921111,High,UND,UND
ERR925729,UND,UND,UND
SRR8991399,UND,UND,UND
SRR10004227,UND,UND,UND
SRR6250028,UND,UND,UND
ERR1816524,UND,UND,UND
SRR6468971,UND,UND,UND
ERR960600,UND,UND,UND
SRR11302723,UND,UND,UND
ERR926042,UND,UND,UND
ERR2723606,UND,UND,UND
SRR19086719,UND,UND,UND
SRR7905377,UND,UND,UND
SRR11427447,UND,UND,UND
ERR1046080,UND,UND,UND
ERR1408835,UND,UND,UND
ERR1108543,UND,UND,UND
SRR6132686,UND,UND,UND
ERR1396897,UND,UND,UND
ERR1621648,UND,UND,UND
SRR8106493,UND,UND,UND
SRR6908673,UND,UND,UND
SRR10070607,UND,UND,UND
ERR657535,UND,UND,UND
SRR10958347,UND,UND,UND
ERR1426788,UND,UND,UND
SRR17745564,UND,UND,UND
SRR6829414,UND,UND,UND
ERR2154761,UND,UND,UND
SRR12424278,UND,UND,UND
ERR1251989,UND,UND,UND
ERR659963,UND,UND,UND
ERR959623,UND,UND,UND
ERR1124902,UND,UND,UND
ERR1407698,UND,UND,UND
SRR5626503,UND,UND,UND
ERR1621627,UND,UND,UND
SRR6908643,UND,UND,UND
SRR6250278,UND,UND,UND
ERR1730543,UND,UND,UND
SRR16339851,UND,UND,UND
ERR780310,UND,UND,UND
DRR189367,UND,Medium,UND
ERR1730768,UND,UND,UND
ERR1373365,UND,UND,UND
SRR17654953,UND,UND,UND
SRR6468951,UND,UND,UND
ERR1373573,UND,UND,UND
SRR13015599,UND,UND,UND
SRR7015879,UND,UND,UND
SRR12661567,UND,UND,UND
SRR15204107,UND,UND,UND
SRR13011469,UND,UND,UND
ERR1442712,UND,UND,UND
SRR11148650,UND,UND,UND
ERR853469,UND,UND,UND
SRR10974087,UND,UND,UND
ERR1216033,UND,UND,UND
ERR962969,UND,UND,UND
SRR11303120,UND,UND,UND
ERR1540895,UND,UND,UND
SRR15321083,UND,UND,UND
SRR6469724,UND,UND,UND
ERR958777,UND,UND,UND
SRR13221795,UND,UND,UND
SRR21966821,UND,Medium,UND
ERR960186,UND,UND,UND
SRR3381774,UND,UND,High
ERR1397051,UND,UND,UND
ERR1414824,UND,UND,UND
SRR9312992,UND,UND,UND
SRR19430237,UND,UND,UND
ERR1858002,UND,UND,UND
ERR667448,UND,UND,UND
SRR10956569,UND,UND,UND
ERR1374800,UND,UND,UND
SRR13381331,Medium,UND,UND
ERR1215966,UND,UND,UND
ERR960604,UND,UND,UND
SRR12831466,UND,High,High
SRR11814651,UND,Medium,UND
SRR2180307,UND,UND,UND
SRR11302739,UND,UND,UND
SRR10863015,UND,UND,UND
SRR5892569,UND,UND,UND
SRR10151692,UND,UND,UND
ERR1069134,UND,UND,UND
ERR1107998,UND,UND,UND
ERR2723247,UND,UND,UND
SRR5125786,UND,Medium,UND
ERR1410215,UND,UND,UND
SRR15626533,UND,UND,UND
SRR12492989,UND,UND,UND
SRR1554486,UND,UND,UND
ERR1204279,UND,UND,UND
SRR10974009,UND,UND,UND
ERR1216485,UND,UND,UND
SRR11699722,UND,UND,UND
SRR7905397,UND,UND,UND
SRR11427296,UND,UND,UND
SRR18181439,UND,UND,High
SRR10887543,UND,UND,UND
ERR1821749,UND,UND,UND
ERR959051,UND,UND,UND
ERR1204226,UND,UND,UND
SRR9906792,UND,UND,UND
SRR8591743,UND,UND,UND
SRR8928771,UND,UND,UND
ERR1374629,UND,UND,UND
SRR12194866,UND,UND,UND
SRR1871951,UND,UND,UND
SRR6908657,UND,UND,UND
SRR11267487,UND,UND,UND
SRR13015593,UND,UND,UND
SRR2180302,UND,UND,UND
ERR659904,UND,UND,UND
SRR2751018,High,Low,UND
SRR11917483,UND,UND,UND
SRR10126147,UND,UND,UND
ERR1216621,UND,UND,UND
SRR6908702,UND,UND,UND
SRR8816381,UND,UND,UND
ERR2723649,UND,UND,UND
ERR2723384,UND,UND,UND
ERR1821931,UND,UND,UND
SRR6654237,UND,UND,UND
ERR999475,UND,UND,UND
SRR1872051,UND,UND,UND
ERR1692545,UND,UND,UND
SRR13381152,UND,UND,UND
SRR15564532,UND,UND,UND
SRR11923002,UND,UND,UND
SRR10550532,Low,UND,UND
SRR15048124,UND,UND,UND
SRR18885357,UND,Medium,Low
SRR6469746,UND,UND,UND
SRR17386276,UND,Medium,Medium
SRR2239184,UND,UND,UND
SRR11302985,UND,UND,UND
SRR7789619,UND,UND,UND
SRR19762949,UND,UND,UND
ERR1857645,UND,UND,UND
SRR10151905,UND,UND,UND
SRR6652903,UND,Low,UND
SRR11610428,UND,UND,UND
ERR1821696,UND,UND,UND
ERR1821918,UND,UND,UND
ERR854804,UND,UND,UND
SRR392973,UND,UND,UND
SRR9198700,UND,UND,UND
SRR10916823,UND,UND,UND
ERR1108792,UND,UND,UND
ERR1442648,UND,UND,UND
ERR1204336,UND,UND,UND
SRR11773519,UND,UND,UND
SRR7789585,UND,UND,UND
SRR10974055,UND,UND,UND
ERR1816514,UND,UND,UND
SRR12194814,UND,UND,UND
ERR1099521,UND,UND,UND
SRR13381329,UND,UND,UND
ERR202558,UND,UND,UND
ERR960639,UND,UND,UND
ERR1216310,UND,UND,UND
SRR2567879,UND,UND,UND
SRR1062644,UND,UND,UND
SRR11302777,UND,UND,UND
ERR1218359,UND,UND,UND
SRR6250272,UND,UND,UND
SRR10321288,UND,UND,UND
ERR1889511,UND,UND,UND
ERR1215778,UND,UND,UND
SRR6654998,UND,UND,UND
ERR697866,UND,UND,UND
SRR11303267,UND,UND,UND
SRR22428431,UND,UND,UND
ERR1108545,UND,UND,UND
SRR8787591,UND,UND,UND
SRR10040097,UND,UND,UND
SRR9875026,UND,UND,UND
ERR492309,UND,UND,UND
SRR1872652,UND,UND,UND
ERR960413,UND,UND,UND
SRR5855254,UND,UND,UND
ERR1124686,UND,UND,UND
SRR6468883,UND,UND,UND
ERR1415440,UND,UND,UND
SRR6215414,UND,UND,UND
ERR667364,UND,UND,UND
ERR1888180,UND,UND,UND
SRR7468680,UND,UND,UND
ERR1216151,UND,UND,UND
SRR12661783,UND,UND,UND
SRR870812,UND,UND,UND
SRR19638115,UND,UND,UND
SRR6334841,UND,UND,UND
ERR659847,UND,UND,UND
SRR15626556,UND,UND,UND
SRR11427439,UND,UND,UND
SRR10070778,UND,UND,UND
SRR20083909,UND,UND,UND
SRR10887570,UND,UND,UND
SRR11874786,UND,UND,UND
ERR202575,UND,UND,UND
ERR1442757,UND,UND,UND
SRR580565,UND,UND,UND
SRR12070809,UND,UND,UND
SRR7008283,UND,UND,UND
ERR1442617,UND,UND,UND
SRR6655072,UND,UND,UND
SRR12436806,UND,UND,UND
SRR15204095,UND,UND,UND
SRR12070723,UND,UND,UND
SRR5666979,UND,UND,UND
SRR6289654,UND,UND,UND
ERR667436,UND,UND,UND
SRR13015581,UND,UND,UND
ERR958786,UND,UND,UND
ERR1891656,UND,UND,UND
ERR1216129,UND,UND,UND
SRR9198785,UND,UND,UND
ERR1373687,UND,UND,UND
ERR2146940,UND,UND,UND
ERR1442850,UND,UND,UND
SRR9728702,UND,UND,UND
ERR1621592,UND,UND,UND
ERR1204454,UND,UND,UND
SRR6268101,UND,UND,UND
SRR15831088,UND,UND,UND
SRR12436797,UND,UND,UND
SRR1554482,UND,UND,UND
ERR2723487,UND,UND,UND
ERR4091979,Medium,UND,UND
ERR1216495,UND,UND,UND
SRR1062251,UND,UND,UND
SRR5921139,UND,UND,UND
ERR1108008,UND,UND,UND
ERR1215907,UND,UND,UND
ERR1821823,UND,UND,UND
SRR8787694,UND,UND,UND
ERR1730686,UND,UND,UND
ERR3365998,UND,UND,UND
ERR1251985,UND,UND,UND
SRR6655156,UND,UND,UND
SRR9622317,UND,UND,UND
ERR1621641,UND,UND,UND
SRR11427287,UND,UND,UND
SRR1062221,UND,UND,UND
ERR1857835,UND,UND,UND
ERR1442896,UND,UND,UND
ERR1857693,UND,UND,UND
SRR5125785,UND,Medium,UND
SRR8788640,UND,UND,UND
SRR7268918,UND,UND,UND
SRR3655802,Low,Medium,UND
ERR1426847,UND,UND,UND
SRR10151707,UND,UND,UND
ERR2723646,UND,UND,UND
ERR10368639,UND,UND,UND
SRR776513,UND,UND,UND
ERR659967,UND,UND,UND
ERR1216660,UND,UND,UND
SRR10863025,UND,UND,UND
SRR6250369,UND,UND,UND
SRR6289668,UND,UND,UND
SRR6025579,UND,UND,UND
SRR8811930,UND,UND,UND
SRR6877474,UND,UND,UND
SRR7883089,UND,Medium,UND
SRR15999458,UND,UND,UND
SRR10126154,UND,UND,UND
SRR14340360,UND,UND,UND
SRR10974034,UND,UND,UND
ERR1821612,UND,UND,UND
ERR2154806,UND,UND,UND
SRR10527612,UND,UND,UND
SRR5921135,UND,UND,UND
SRR8106337,UND,UND,UND
ERR1416044,UND,UND,UND
SRR18352680,UND,UND,UND
SRR12661596,UND,UND,UND
ERR998290,UND,UND,UND
SRR13234668,UND,UND,UND
ERR1889480,UND,UND,UND
SRR6469831,UND,UND,UND
SRR11869423,UND,Medium,UND
SRR1872865,UND,UND,UND
ERR573436,UND,UND,UND
ERR1620579,UND,UND,UND
SRR11777171,UND,UND,UND
SRR13242457,UND,UND,UND
ERR1374730,UND,UND,UND
SRR6654742,UND,UND,UND
ERR958918,UND,UND,UND
ERR959553,UND,UND,UND
SRR12992432,UND,UND,UND
SRR10958344,High,UND,UND
ERR1125001,UND,UND,UND
ERR1216114,UND,UND,UND
SRR8312796,UND,UND,UND
SRR6250243,UND,UND,UND
SRR9277355,UND,UND,UND
ERR517896,UND,UND,UND
ERR999400,UND,UND,UND
DRR051061,UND,UND,UND
ERR2154794,UND,UND,UND
ERR960405,UND,UND,UND
ERR963154,UND,UND,UND
SRR3420362,UND,UND,UND
ERR853510,UND,UND,UND
SRR8928732,UND,UND,UND
SRR10117511,UND,UND,UND
ERR1204417,UND,UND,UND
SRR10368284,UND,UND,UND
SRR17714684,UND,UND,UND
SRR8106713,UND,UND,UND
SRR16964676,UND,UND,UND
SRR6132701,UND,UND,UND
ERR1475551,UND,UND,UND
SRR14703454,UND,UND,UND
SRR11302593,UND,UND,UND
SRR3207411,UND,UND,UND
ERR1216699,UND,UND,UND
SRR18390908,UND,UND,UND
ERR659879,UND,UND,UND
SRR1872210,UND,UND,UND
SRR6655358,UND,UND,UND
ERR525383,UND,UND,UND
SRR19661787,UND,UND,UND
ERR1757721,UND,UND,UND
SRR11039786,UND,UND,UND
ERR1252207,UND,UND,UND
ERR1415251,UND,UND,UND
SRR5810708,UND,UND,UND
SRR9198713,UND,UND,UND
ERR960843,UND,UND,UND
SRR9596466,UND,High,UND
ERR1124892,UND,UND,UND
SRR1871966,UND,UND,UND
ERR1620546,UND,UND,UND
ERR697890,UND,UND,UND
SRR10974018,UND,UND,UND
SRR13311745,UND,UND,UND
ERR960975,UND,UND,UND
SRR6469268,UND,UND,UND
SRR8485410,UND,UND,UND
ERR1857748,UND,UND,UND
ERR273889,UND,UND,UND
ERR1374238,UND,UND,UND
SRR13674524,UND,UND,UND
ERR1215600,UND,UND,UND
SRR11427253,UND,UND,UND
SRR5341530,UND,UND,UND
SRR15783454,UND,UND,UND
ERR1204641,UND,UND,UND
ERR1125041,UND,UND,UND
SRR21518663,UND,UND,UND
ERR968059,UND,UND,UND
SRR10117531,UND,UND,UND
ERR998285,UND,UND,UND
ERR958768,UND,UND,UND
SRR7612983,UND,UND,UND
SRR2735245,Low,UND,UND
SRR12654011,UND,UND,UND
ERR959821,UND,UND,UND
ERR4910716,UND,UND,UND
ERR594417,UND,UND,UND
ERR1252093,UND,UND,UND
ERR960853,UND,UND,UND
ERR1620545,UND,UND,UND
SRR6020344,UND,UND,UND
SRR6654515,UND,UND,UND
ERR1373497,UND,UND,UND
SRR5984238,UND,UND,UND
SRR9962807,UND,UND,UND
ERR925760,UND,UND,UND
SRR11303134,UND,UND,UND
ERR1426793,UND,UND,UND
SRR12661809,UND,UND,UND
SRR15691865,UND,UND,UND
SRR10974017,UND,UND,UND
SRR12967075,UND,UND,UND
SRR13181556,UND,UND,UND
SRR9875047,UND,UND,UND
ERR1373743,UND,UND,UND
SRR13594954,UND,UND,UND
SRR10753179,UND,UND,UND
SRR11420470,UND,UND,UND
SRR6655187,UND,UND,UND
SRR18745503,UND,UND,UND
ERR406899,UND,UND,UND
SRR12654010,UND,UND,UND
ERR1124716,UND,UND,UND
SRR2968460,UND,UND,UND
ERR657582,UND,UND,UND
SRR10040086,UND,UND,UND
ERR738216,UND,UND,UND
ERR738232,UND,UND,UND
ERR517919,UND,UND,UND
ERR1540901,UND,UND,UND
SRR7008289,UND,UND,UND
SRR9198642,UND,UND,UND
SRR13015629,UND,UND,UND
ERR667370,UND,UND,UND
ERR960675,UND,UND,UND
ERR1069088,UND,UND,UND
SRR12474624,UND,UND,UND
ERR960439,UND,UND,UND
SRR10151752,UND,UND,UND
ERR1203484,UND,UND,UND
ERR1888290,UND,UND,UND
SRR13565170,UND,UND,UND
SRR13376249,High,High,UND
SRR10070858,UND,UND,UND
SRR1062308,UND,UND,UND
ERR1857807,UND,UND,UND
SRR18181441,UND,UND,UND
ERR960947,UND,UND,UND
SRR8799026,UND,UND,UND
SRR1062424,UND,UND,UND
ERR1374559,UND,UND,UND
SRR3166939,UND,UND,UND
SRR10887466,UND,UND,UND
SRR11303174,UND,UND,UND
ERR1216392,UND,UND,UND
ERR1374612,UND,UND,UND
SRR11302929,UND,UND,UND
SRR10126173,UND,UND,UND
ERR959105,UND,UND,UND
SRR12443336,UND,UND,UND
ERR1427343,UND,UND,UND
SRR8106299,UND,UND,UND
ERR871543,UND,UND,UND
SRR17282600,UND,UND,UND
SRR15321084,UND,UND,UND
SRR11926628,Medium,UND,UND
ERR1397059,UND,UND,UND
SRR12436753,UND,UND,UND
SRR6908699,UND,UND,UND
SRR8948490,UND,UND,UND
SRR19892906,UND,UND,UND
SRR6327873,UND,Medium,UND
SRR12340464,UND,UND,UND
ERR600679,UND,UND,UND
SRR1872831,UND,UND,UND
ERR659919,UND,UND,UND
ERR1407645,UND,UND,UND
SRR16339852,UND,UND,UND
SRR12340469,UND,UND,UND
SRR19086708,UND,UND,UND
SRR6469337,UND,UND,UND
SRR13234612,UND,UND,UND
SRR16299583,UND,UND,UND
SRR11303294,UND,UND,UND
