SRA_run_accession,ZfPV,zpico,zpoxv,reads
SRR9198992,,,,489972
SRR8559980,,,,39962729
SRR10125969,,,,442591
SRR14713033,,,,101292406
SRR592707,,,,9890562
ERR1888704,,,,848897
SRR17642810,,,,46002044
SRR1555581,,,,2251987
ERR960235,,,,33544
SRR6654744,,,,364794
SRR22252689,,,,32851613
ERR854813,,,,1150547
SRR9198659,,,,373680
SRR17282609,,,,17460986
ERR1442879,,,,1384116
SRR12161254,,,,18441581
SRR6890872,,,,51986715
SRR2735243,,,,33668651
SRR11213694,,,,26783097
SRR5127973,,,,17314033
SRR15813436,,,,180519623
ERR1216031,,,,709465
ERR963138,,,,559561
SRR9199005,,,,547002
SRR20958394,,,,16989260
ERR853673,,,,860043
ERR1889415,,,,269581
SRR6469783,,,,743647
SRR1872588,,,,280499
ERR1889100,,,,385789
SRR3381790,,,,11817795
SRR1736712,,,,7022844
SRR5235643,,,,24012953
SRR8439648,,,,31629100
ERR1857940,,,,453517
SRR3207400,,,,5516141
SRR10153635,,,,30334359
ERR7384925,,,,46342122
SRR15204098,,,,11300803
SRR11302964,,,,307050
SRR5810884,,,,1138826
SRR13565160,,,,20677960
SRR1821825,,3.0,,42376447
ERR1407557,,,,5743
ERR968084,,,,30512
SRR14217698,,,,27628408
ERR2146891,,,,2238291
SRR12125407,,,,14612304
ERR853671,,,,867868
ERR1125081,,,,992151
SRR10151650,,,,628718
ERR716814,,,,2067456
ERR1889407,,,,410
ERR697912,,,,2346844
ERR2154679,,,,928347
SRR12661908,,,,109202860
SRR17691951,,,,25571014
ERR1407611,,,,590223
SRR7661987,,,,1222209
SRR10070668,,,,391060
ERR1395885,,,,474714
ERR1888725,,,,639927
SRR10126086,,,,489273
SRR6784680,,,,22649616
SRR10199502,,50.0,,20245712
SRR8560600,,2.0,,18813151
ERR1374125,,,,737
SRR870781,,,,2266871
SRR1531468,,,,1731689
SRR1555513,,,,557622
SRR5443687,,,,11920917
SRR8788708,,,,11469441
ERR1889706,,,,598642
ERR960222,,,,53175
SRR6654456,,,,340581
SRR14217605,,,,1141465
ERR1426992,,,,102056
SRR6257759,,,,30145485
SRR2541821,,,,4122646
SRR15927796,,20.0,62.0,35616255
SRR8106497,,,,841448
SRR16574814,,,,24312521
SRR7662142,,,,424588
SRR14567475,,,,34035080
SRR7264592,,,,985
ERR689799,,,,2579780
SRR16327297,,,,11161460
SRR7892022,,,,2987805
ERR3266384,,,,7859723
SRR7015884,,,,21196257
ERR1857856,,,,492947
ERR1706519,,,,5721920
SRR6654765,,,,382562
SRR11267500,,,,23217385
SRR6814894,,,,12783692
SRR12194911,,,,3230
ERR1395867,,,,457104
SRR21177742,,,,21923344
SRR5921191,,,,39027997
SRR10127662,4.0,,,18731790
ERR1216486,,,,679368
ERR1442801,,,,1381581
SRR2834949,,,20.0,3727898
ERR1442728,,,,1307265
SRR11309041,,,,27761175
SRR5125780,,44.0,,13850142
SRR5921149,40.0,,,43904634
ERR1427286,,,,392000
ERR1107945,,,,694075
SRR13074856,,,,268366
ERR1442817,,,,1324167
ERR1427398,,,,836656
SRR5833541,,,,41615645
ERR147028,,,,7229191
SRR9728724,,,,48640750
ERR659777,,,,1424803
SRR11427240,,,,32250276
SRR12661776,,,,13015767
SRR6250015,,,,264514
SRR6268145,,,,3608932
ERR1821518,,,,1837442
SRR8663332,,,,162880
ERR1124450,,,,2206915
ERR1218473,,,,399472
SRR6469633,,,,1277817
ERR659810,,,,1645023
SRR6249963,,,,243126
ERR1889516,,,,155792
SRR5443689,,,,14207651
SRR1205169,,,,27447602
SRR8883842,,,,354399
SRR15204059,,,,10357544
ERR697887,,,,2431402
SRR11302402,,,,291579
SRR2835256,,,,9177117
SRR12628233,,,,263
ERR1857662,,,,2582070
SRR3420346,,,,8039000
ERR1888481,,,,161765
SRR8106433,,,,308574
SRR1872580,,,,680592
SRR11303086,,,,424370
ERR1124525,,,,787800
SRR18390909,,,,10641498
SRR9728705,,,,44383981
SRR6469823,,,,936462
ERR1374221,,,,1041
SRR1871932,,,,170257
SRR6494600,15.0,,,37913880
SRR8503423,1.0,,,26934706
ERR1215859,,,,154382
SRR1872859,,,,2252
SRR9198864,,,,827025
ERR871607,,,,20064
SRR11186472,,,,42152797
ERR1414978,,,,810877
SRR2089834,,,,1457012
SRR8298696,,,,27095455
SRR6655209,,,,211777
SRR17723114,,,,18807331
SRR21831647,,,,23783029
ERR1099444,,,,687222
SRR7162662,,,,11885431
SRR8439645,,,,24228655
SRR9182368,,14.0,,35838842
ERR755716,,,,2277858
SRR18053122,,,,38605069
SRR10153633,,,,29170328
ERR718602,,,,7539361
ERR1757385,,,,1597335
SRR19571656,335.0,,,8107419
ERR1426814,,,,712417
SRR21675909,,,,18256546
ERR1204257,,,,435069
SRR8106385,,,,904390
ERR4648694,,,,8600494
SRR12658666,,,,141941852
ERR1757751,,,,733109
SRR19364730,,,,53311661
SRR18927193,,,,9607490
ERR968106,,,,45598
SRR6250297,,,,35296
SRR8928861,,,,213686
SRR17714701,4.0,,,19860750
ERR1408782,,,,1561697
ERR1857903,,,,2677881
ERR1374857,,,,254
SRR5810840,,,,428247
DRR189382,,59.0,,72725758
SRR5058316,8.0,,,36526433
ERR2723012,,,,114063
SRR9058953,,,13.0,5350663
ERR1621416,,,,792037
SRR5818004,,,,12127723
SRR8787579,,,,439847
ERR1821909,,,,1919666
SRR11862881,,,,191666
SRR7292732,,,,30296940
SRR3231311,,,,8451
ERR697934,,,,2410817
SRR14722564,,,,31697141
SRR6469474,,,,759657
ERR959109,,,,122419
SRR11303002,,,,150009
SRR6468875,,,,763690
SRR5382017,,,,13764395
SRR6654916,,,,335021
ERR998403,,,,579171
SRR10408943,,,,15903404
SRR11852111,,,,17193869
ERR659821,,,,1792764
SRR11303200,,,,275402
SRR10436028,,,,20756226
SRR10277618,,,,15595048
SRR7789575,,,,2423164
ERR1857981,,,,2629463
ERR999365,,,,19715
SRR8928844,,,,2179929
SRR10988546,,,,6889588
SRR1872816,,,,413507
SRR5883637,,445.0,,31728775
ERR1821581,,,,1838038
SRR7410351,,,,30885463
ERR1107951,,,,582253
SRR1872806,,,,276673
ERR1396851,,,,1029648
SRR15483588,,,,151368743
ERR780099,,,,2053676
SRR1167760,,,,9291290
SRR10070860,,,,972104
SRR15662003,,,,22399329
SRR10070799,,,,1056197
SRR10151891,,,,253629
ERR2723081,,,,636737
ERR1415116,,,,215573
SRR13724950,,,,5664256
SRR6654336,,,,460437
ERR518007,,,,2829958
ERR2154737,,,,285430
SRR8526639,,,,13674100
ERR1621469,,,,558867
SRR12661723,,,,10202451
SRR12749592,,,,43136583
SRR5810767,,,,2251648
ERR959417,,,,4669
ERR716884,,,,2225520
SRR6908626,,,,17807
SRR7264572,,,,766
SRR6469176,,,,1307108
SRR3470783,,,,24218904
SRR13360749,9.0,,,22734982
SRR10151930,,,,1086264
ERR853815,,,,876386
SRR9211502,,,,28304345
ERR1662953,,,,11365725
SRR18516724,,,,2669044
SRR3083683,,,,5305286
SRR10151977,,,,1460530
SRR7801967,,,,3528743
ERR1888334,,,,272603
ERR1888944,,,,123255
SRR1872380,,,,450695
SRR10117542,,,,32466592
ERR1099568,,,,676301
SRR6469639,,,,78
SRR870805,,,,1831112
SRR1062325,,,,3534275
SRR6652901,,2.0,,56662159
ERR1889602,,,,96704
ERR960750,,,,1285
ERR1757377,,,,1689021
ERR2154764,,,,250821
ERR1621659,,,,39235
ERR960256,,,,18479
SRR5805894,,,,3034110
ERR689817,,,,2787168
ERR853560,,,,791059
ERR1204451,,,,681932
SRR10126200,,,,338039
SRR6654726,,,,331947
ERR759365,,,,1452636
ERR1757503,,,,1450009
SRR11684037,,,,46125353
ERR1124696,,,,166434
SRR2239195,,,,36264796
SRR9336405,,212.0,,29226665
SRR7662086,,,,498951
SRR7535425,,,,17027259
ERR1594700,,,,3658512
SRR1062504,,,,3120149
ERR1215706,,,,316315
ERR959432,,,,29564
SRR1062569,,,,3480773
ERR1889406,,,,916874
SRR10151681,,,,760942
SRR6654408,,,,2114339
SRR6268159,,,,666354
ERR2723284,,,,412759
ERR1204306,,,,524461
SRR8441450,,,,15650003
SRR5639257,,,,61821316
ERR2723996,,,,533432
SRR11302741,,,,402115
SRR8868552,,,,9941026
SRR7410448,,,,34603971
SRR7268917,,,,10010621
SRR11427441,,,,26754079
ERR1888092,,,,118413
SRR1872742,,,,263846
ERR1374572,,,,1238
ERR1757606,,,,1325764
SRR15236534,,,,22802127
SRR1062379,,,,3113569
ERR1374235,,,,4892
SRR3498279,,,,4952660
SRR10126098,,,,457372
SRR11420471,,,,486702
SRR6268042,,,,5866567
SRR836192,,,,15313622
SRR11303278,,,,419502
ERR1757426,2.0,,,1026381
SRR6468751,,,,869025
SRR9198987,,,,576055
SRR870854,,,,1822754
SRR11303138,,,,441542
SRR1871992,,,,292638
SRR1062292,,,,3558587
SRR13238438,,,1.0,2930047
ERR1373658,,,,526949
SRR2834947,,,20.0,3758366
ERR1205254,,,,6522
ERR780121,,,,2508411
SRR10126266,,,,511882
SRR519734,,,,127260229
SRR8787603,,,,784901
ERR853611,,,,866463
SRR10151938,,,,4515348
SRR8936990,,,,39044158
ERR517848,,,,900775
ERR1730709,,,,2019742
SRR6654520,,,,574658
ERR871517,,,,20869
SRR1611974,,,,15799899
SRR6468945,,,,565706
ERR596428,,,,987004
ERR998233,,,,926153
ERR667429,,,,1001517
SRR21966813,,30.0,,18437354
SRR18053107,,,,42384409
SRR5115723,,,,42084793
SRR16299313,,,,470830
SRR2834967,,,4.0,3556373
SRR8787729,,,,22208088
SRR7410456,,,,95948
SRR6469821,,,,524300
ERR959063,,,,22045
ERR1442713,2.0,,,1445970
ERR1858063,,,,2198869
ERR1397072,,,,776694
SRR6655248,,,,619012
ERR1374733,,,,1089
ERR2723361,,,,227162
ERR1396844,,,,4819034
SRR12974176,,,,92936898
SRR6654504,,,,85483
SRR10887535,,,,278535
ERR1407570,,,,20627
SRR10070848,,,,900603
ERR1888506,,,,2309
SRR13565169,,,,29356499
SRR8883852,,,,211771
SRR6829412,,,,26657846
ERR3489877,,,,1456966
SRR1821830,1.0,,,36024692
SRR10126302,,,,275928
SRR14217652,,,,1185131
SRR6469691,,,,1234648
SRR16298985,,,,281367
SRR13979095,,,,7051
SRR8106579,,,,556210
ERR1373523,,,,709084
ERR1821740,,,,1956301
ERR2723276,,,,172337
SRR16299599,,,,158679
SRR633548,,,,10898189
SRR5443718,,2.0,,9699123
ERR1415179,,,,1016937
ERR1215593,,,,386050
SRR13849959,,,,87424388
ERR959907,,,,43434
SRR1427467,,,,107492997
ERR1108548,,,,1417561
SRR13450052,,26.0,,25310672
ERR3446734,,,,4946982
SRR9198834,,,,297350
SRR13091260,,,,47872322
SRR11811475,,,,360056563
SRR12446287,,,,45650565
ERR1821649,,,,1970902
SRR16195456,,,,6171454
SRR8787776,,,,108613
SRR3622452,,,,12167668
SRR8883768,,,,303651
ERR2723415,,,,702719
SRR7268847,,,,9110637
ERR1888622,,,,1005782
SRR6250207,,,,513775
SRR1872624,,,,182324
ERR1857846,,,,104333
ERR959856,,,,21646
ERR1099514,,,,571762
ERR1374417,,,,1800
SRR610742,,,,12978678
SRR12661566,,,,13252562
SRR18192317,,,,4552124
SRR1872752,,,,280239
SRR15927830,,,,19010996
ERR1692451,,,,2026691
SRR5127980,1.0,,,17992919
SRR11303379,,,,394412
SRR6654949,,,,283114
SRR6654586,,,,198429
ERR4648684,,,,9599654
ERR1204532,,,,335902
SRR3536479,,,,305
SRR8106338,,,,21069
ERR1125011,,,,878451
ERR3909546,,,,7936855
ERR960286,,,,1456
SRR8787604,,,,256255
SRR8867580,,,,21897969
SRR6469297,,,,913518
ERR1124541,,,,365179
SRR6020430,,,,216
ERR1888279,,,,402090
SRR9674259,,,,12136988
SRR6468898,,,,773407
SRR6654838,,,,181477
SRR1714471,,,,17379346
SRR17282623,,,,16980547
ERR853528,,,,773171
ERR1889843,,,,549409
ERR1892063,,,,1249242
SRR6654850,,,,386265
ERR492315,,,,1539198
SRR1790101,,,,24393641
ERR959320,,,,180136
SRR9610837,1.0,,,14768408
ERR1374306,,,,881
ERR1204236,,,,517670
SRR11302664,,,,239706
SRR11926635,6.0,,,30445959
SRR11577243,,,,11972411
SRR5683293,,,,54607294
ERR689837,,,,3059018
SRR10126278,,,,578665
ERR1204365,,,,588250
ERR737717,,,,2577467
SRR3204724,,,,29429561
SRR3231340,,,,7902
SRR8106270,,,,126127
ERR1204249,,,,682336
SRR13998193,,,,28967851
SRR14140443,,,,24319573
ERR1205344,,,,467601
SRR6655018,,,,274019
SRR1062254,,,,42446
ERR1251949,,,,1312378
ERR667484,,,,1359830
SRR1167758,,,,9007811
SRR1062443,,,,3556632
SRR6250350,,,,905990
SRR10127674,2.0,,,20059192
ERR1821807,,,,1746288
SRR7240614,,,,18904206
SRR9198934,,,,456118
ERR273825,,,,36727762
ERR949671,,,,145746
ERR1427346,,,,249937
SRR1872004,,,,215553
ERR959711,,,,49757
SRR3183437,,,,20040292
SRR8788632,,,,11799883
ERR697927,,,,2634006
SRR7789571,,,,2116934
SRR13074816,,,,593836
ERR8516976,,,,32733834
SRR7662138,,,,433377
SRR8106535,,,,1274269
SRR11213701,,,,11002876
SRR1872427,,,,55
SRR1062741,,,,3119279
ERR1892059,,,,5804463
SRR11302543,,,,336192
ERR596601,,,,2171147
SRR5163820,1.0,,,25027190
ERR1621556,,,,951631
SRR15712666,,2.0,,379777
SRR2751019,,,,39375651
ERR716784,,,,2088174
ERR1432014,,,,1664529
SRR11302429,,,,260011
ERR959380,,,,18437
SRR6655372,,,,331286
SRR11303245,,,,663990
SRR12287382,,,,31598242
ERR1857837,,,,200435
SRR10511877,108.0,,,27724885
SRR6020375,,,,182
SRR1062816,,,,3528422
SRR10153644,,,,37591084
ERR871565,,,,263874
SRR8928817,,,,538927
ERR1426985,,,,45146
ERR1099428,,,,929325
ERR1858014,,,,2385277
ERR1408810,,,,23139
ERR1203513,,,,531170
SRR7444117,,,,31147762
SRR14428570,,,,44787069
SRR10070618,,,,100889
ERR1442571,,,,1203470
SRR1821821,,3.0,,49931507
SRR14217671,,,,28025940
SRR6654941,,,,232248
ERR1408791,,,,231655
ERR1888660,,,,364034
SRR11164689,,,,13303084
ERR1125023,,,,773502
SRR14326881,,,,108988
SRR6144816,2.0,,,6501576
ERR1888091,,,,89100
ERR1730811,2.0,,,1335907
SRR1062800,,,,3529613
ERR759376,,,,1822966
ERR1069111,,,,1245264
SRR12269863,,,,1669129
ERR1216329,,,,826986
ERR1427033,,,,344107
SRR13724969,,,,4788002
SRR1205170,,,,23296249
ERR1888890,,,,474654
SRR6020392,,,15.0,5727940
SRR1104058,,,,184341396
ERR853749,,,,837965
ERR492321,,,,1440530
ERR697893,,,,1595518
SRR11577269,,,,11412434
SRR6890859,,,,44189789
SRR10550551,,,,26098308
SRR6654247,,,,390521
SRR6655190,,,,689152
ERR1821734,,,,1906172
SRR10753211,,,,2286651
ERR1215708,,,,2433
SRR1188152,,,,9918396
SRR11214412,,,,63234052
ERR959816,,,,30347
SRR5381357,,,8.0,14671888
DRR314105,,,,78852800
ERR738244,,,,3011592
ERR853503,,,,930376
SRR8377224,142.0,,,2959112
ERR1252134,,,,1173622
SRR21228038,,,,15334894
ERR2154744,,,,292798
SRR10126096,,,,431345
ERR1816574,,,,1939992
SRR10958332,,,,35403378
SRR6289712,,,,4508112
ERR4910328,,,,28165453
ERR1069123,,,,1200541
SRR6020327,,,,110
SRR16299076,,,,190
SRR1062793,,,,3085640
SRR6825148,,8.0,,38414985
SRR6908604,,,,203505
SRR6814873,,,,11275286
SRR10151794,,,,1216418
SRR14813041,,140.0,,24071659
SRR11213698,,,,31744198
SRR10038914,,,,41067904
ERR1216006,,,,708337
SRR13979044,,,,23897302
ERR1692544,,,,1017223
ERR1252141,,,,1479084
SRR7886608,,,,13277217
SRR6469092,,,,801620
ERR411469,,,,17771090
ERR1251890,,,,990475
SRR7764528,,,,19851438
SRR6025592,,,,32350419
ERR1426841,,,,1329196
SRR6466456,16.0,,,12670565
SRR9312975,,,,11691940
SRR1872565,,,,133
SRR12037396,,,,616481
ERR959588,,,,25708
ERR1216473,,,,436782
SRR13565149,,,,21370066
SRR17723115,,,,19298262
SRR7662099,,,,349147
SRR11302795,,,,339362
SRR8106281,,,,73989
ERR1203525,,,,823168
SRR1205156,,,,25335592
SRR1872170,,,,440557
SRR16299572,,,,364217
SRR1062468,,,,3101279
SRR6890855,,,,51968838
ERR1889229,,,,1351924
ERR1888662,,,,276531
SRR3166929,,,,511850
SRR6072789,,55.0,,25814680
ERR1215933,,,,101409
SRR6654690,,,,45259
SRR11302316,,,,404152
ERR1108033,,,,1045023
SRR9735179,,,,34950044
ERR303227,,,,612150
ERR1889670,,,,1017605
SRR6655359,,,,429588
SRR17219893,,,,1603801
ERR716923,,,,1196579
SRR10095964,,,,490087591
ERR1888914,,,,981647
SRR6469022,,,,425728
SRR6469759,,,,1224959
ERR1216064,,,,584008
ERR667532,,,,2013902
ERR1857991,,,,2380490
ERR659922,,,,1845518
SRR10956570,,,,30703073
SRR13437210,,,,18482602
SRR7119852,,,,471979
SRR12474681,,,,5867627
SRR5805895,,,,9480577
ERR999204,,,,752690
SRR5418448,,,,29597438
SRR5086603,,,,39143375
SRR12443342,,,,18315772
ERR1374452,,,,1678
SRR8928807,,,,23591
SRR959317,,,,2974927
ERR960993,,,,195
SRR13074829,,,,658888
SRR16905262,,,,10961132
SRR6655254,,,,694638
SRR11519033,,,,22777656
SRR7264580,,,,135583
ERR1205314,,,,6549
SRR11303072,,,,207691
ERR573415,,,,2465827
SRR13234642,,,,4249409
SRR10117588,6.0,,,35610644
SRR1062715,,,,3486658
SRR10990396,,,,23696133
ERR1204370,,,,449120
SRR10126193,,,,231652
SRR18042701,,,,21061995
SRR5683300,,,,18609605
ERR999500,,,,63690
SRR6235066,,,,39574470
ERR1216472,,,,656791
SRR7749254,,,,2213539
SRR1062717,,,,3441128
SRR8867577,,,,21161595
SRR17968066,,,,29492580
ERR958884,,,,0
ERR1888998,,,,1125118
SRR9879917,,,,8035526
ERR1692440,,,,1264226
ERR1821694,,,,1981553
SRR6654549,,,,790606
SRR6170095,,,,23120619
SRR11302855,,,,461953
ERR853660,,,,921746
ERR1431982,,,,1648456
SRR6469543,,,,764968
ERR1475648,,,,1155337
ERR1888157,,,,714170
SRR6921824,,4.0,,19546861
SRR6654866,,,,230764
ERR959574,,,,67253
ERR871299,,,,1059116
ERR1889711,,,,706371
ERR853769,,,,829290
ERR925787,,,,1419542
ERR689833,,,,2161216
SRR17968063,19.0,,,42274795
SRR17714674,,,,18999426
ERR1216397,,,,587280
SRR6841467,,,,25179946
ERR716804,,,,1805449
SRR7299184,,2.0,,10737971
ERR9787515,,,,27709994
ERR1415233,,,,751687
SRR18220774,,,,2349744
ERR1757392,4.0,,,1905615
SRR13716597,,,,19546143
SRR8457161,,10.0,2.0,42413432
ERR1415132,,,,703094
SRR8811919,,,,9333627
ERR962987,,,,6320
ERR492316,,,,1413003
SRR1872014,,,,149579
ERR999470,,,,23321
SRR13777247,,,,24434883
ERR1396988,,,,295777
SRR8106428,,,,988131
SRR17400070,,,,21063378
SRR12436730,,,,8472604
ERR1427262,,,,348279
SRR6257760,,,,135490
ERR590783,,,,1281747
ERR1122797,,,,867156
ERR1215969,,,,765231
SRR6020317,,,,40
ERR1857577,,,,2141938
ERR1621580,,,,1195252
SRR2392491,,,,27542105
SRR11302878,,,,395074
SRR9674307,,,,16632504
ERR1373379,,,,612102
ERR1099517,,,,356902
SRR11303238,,,,514572
ERR1821556,,,,1973196
SRR6469670,,,,124301
ERR1216745,,,,184695
SRR1872092,,,,184
SRR10836787,,,,7770212
SRR5810672,,,,77496287
ERR3266360,,,,8796112
ERR1889155,,,,62850
ERR998185,,,,681090
SRR12971782,,,,17257135
ERR1374527,,,,2040
ERR999191,,,,625723
ERR958900,,,,3442
SRR6654681,,,,449328
SRR5006029,,,,24097698
ERR1889848,,,,287645
SRR6039679,,,,8003008
ERR1124728,,,,377368
SRR6888835,,,,116
ERR596592,,,,1680836
SRR7468689,,,,6125235
SRR13191910,,,,21958425
SRR12933785,,,,45626034
ERR1215838,,,,419185
SRR11303113,,,,294873
ERR1373419,,,,743266
SRR10852224,,,,28744983
SRR19571684,,,,15515211
SRR10550559,,,,22566321
ERR1888559,,,,4297
SRR1062283,,,,3564043
SRR14923966,,,,140718234
SRR11926662,,,,21003041
SRR527846,8.0,,,27631509
ERR590779,,,,1625911
ERR2154810,,,,1241426
ERR1108507,,,,1508449
SRR10151714,,,,192997
SRR22420219,,,,16486344
ERR659993,,,,1854949
ERR1204418,,,,409231
ERR1888654,,,,171084
ERR959419,,,,28038
SRR1872560,,,,114
SRR4994225,,,,25632375
SRR18192270,,,,5592165
SRR17547540,,,,4271386
SRR10990416,,,,30026512
SRR3083678,,,,18509312
SRR1265742,,,1.0,787569
SRR5127960,2.0,,,25836292
SRR8106336,,,,20802
SRR11303107,,,,102028
ERR1124471,,,,810808
SRR14272172,,,,3135403
ERR1620588,,,,520347
ERR926055,,,,11157
ERR1857728,,,,2326861
DRR334976,,,,12700336
ERR1374796,,,,843
SRR1872994,,,,141771
SRR13693855,,,,184000028
SRR8106451,,,,825313
SRR15831100,,,,18814423
ERR9077203,,16.0,,7754928
SRR16299124,,,,471444
ERR1889092,,,,337021
SRR12661712,,,,11192688
SRR1062546,,,,3126893
SRR7268840,,,,9825977
ERR2723529,,,,194985
SRR9198721,,,,1018154
ERR657592,,,,2712667
SRR3932194,,,,10010895
SRR8922973,,,,21670637
SRR1872733,,,,365066
ERR1416052,,,,660560
SRR7410368,,,,26938572
SRR3290612,,,,36551309
SRR10836799,,,,8964040
SRR13181581,,,,19621487
SRR7905392,,,,5159716
SRR10070830,,,,1098333
SRR6176670,,,,25710884
SRR870949,,,,626342
SRR13376245,,738.0,,20503080
ERR147027,,,,7862086
SRR12877272,,,,13177697
SRR16905258,,,,14501285
ERR1216641,,,,935111
SRR7757826,,,,33531272
SRR298565,,,,2497745
ERR1122730,,,,1314448
SRR17235502,,,,26979423
SRR10126047,,,,301429
SRR12037434,,,,606397
SRR10151704,,,,1334408
SRR13979097,,,,6604
SRR11214411,,,,73603608
ERR1415275,,,,981145
SRR22018602,,,,22392661
ERR697879,,,,2827674
ERR525343,,,,2212834
SRR16327302,,,,13850668
ERR738240,,,,2477236
SRR3923682,,8.0,,10155964
SRR20018671,,,,25119271
SRR11186425,,,,35083666
ERR959636,,,,39520
SRR8106306,,,,31635
SRR1062444,,,,3536822
ERR1395866,,,,10326
SRR10151587,,,,1146925
ERR1427200,,,,169213
SRR17282606,,,,17243591
SRR8787610,,,,28440106
ERR737690,,,,2396016
SRR5125764,,93.0,,14694984
SRR8787760,,,,8919581
ERR959506,,,,0
SRR1871958,,,,279
SRR6469440,,,,1776
ERR1888415,,,,38107
SRR1872858,,,,7503
ERR3957804,,,,31163373
SRR12876832,,434.0,24.0,22730477
SRR4423744,,,,66504826
ERR999242,,,,1004244
SRR10151946,,,,1424258
SRR8106481,,,,609791
ERR492367,,,,1353872
SRR8787580,,,,319225
SRR8244091,,,,22817425
ERR1205126,,,,677883
SRR13234622,,,,12304612
SRR4369375,,,,43625430
SRR16195511,,,,4667250
ERR1475487,,,,451198
DRR189368,,,,49396587
SRR5125205,,,,6224791
ERR1218406,,,,291173
SRR11869100,,,,14006717
ERR960193,,,,44162
ERR1821531,,,,1842288
ERR1594711,6.0,,,4037340
ERR1415007,,,,587484
SRR6313721,,797.0,,72814425
SRR2968454,,,,4638309
SRR15900241,,,,30733233
SRR12436835,,,,8243511
SRR18788796,,98.0,,9043662
SRR13339170,,,,22764594
SRR11213713,,,,25101773
SRR1872438,,,,19
SRR19764244,,,,47220211
SRR12876847,,20.0,10.0,25149856
ERR959201,,,,155727
SRR13594957,,,,172883
ERR1888578,,,,332745
ERR1414938,,,,925698
ERR2154748,,,,582912
ERR1414880,,,,602897
ERR1889555,,,,1009574
SRR6289722,,,,4651086
ERR1730720,,,,1852910
ERR1415194,,,,956195
ERR853680,,,,526942
ERR202514,,,,742731
ERR1414835,,,,671579
SRR6211491,,,,79417305
SRR19571659,19.0,,,14149024
ERR718634,,,,5958007
SRR11427247,,,,29688958
SRR22018606,,,,20873904
SRR22018585,,,,22341780
SRR6655179,,,,952292
SRR12424274,,,,102300
SRR1062621,,,,3460913
ERR4091981,,,,20605060
SRR3742564,,,,4986708
SRR870926,,,,172894
SRR6655285,,,,284638
SRR16292402,214.0,10.0,,20441574
SRR1062395,,,,3119371
SRR6468754,,,,916989
SRR6655170,,,,1029138
ERR1108800,,,,896447
SRR16299299,,,,60955
SRR1872634,,,,140633
SRR10126241,,,,462753
SRR6654961,,,,372076
ERR1396846,,,,3881730
SRR13360754,1.0,59.0,1.0,31082411
DRR032750,,,,35868304
ERR959757,,,,0
SRR6176718,,,,27701380
SRR6020311,,,,540751
SRR1872798,,,,555065
ERR1730670,,,,2243349
ERR1821880,,,,1972342
SRR1736716,,,,8626135
ERR1108055,,,,625668
ERR958954,,,,5905
ERR1374409,,,,1105
SRR6654926,,,,341747
SRR8787810,,,,1211488
SRR10070813,,,,837629
ERR1892033,,,,6972211
ERR1216597,,,,475709
SRR9849237,,,,20609813
SRR12774359,,,,297459780
SRR10836788,,,,11030171
SRR10125982,,,,386494
SRR7252516,,,,26493308
SRR8788675,,,,7102261
SRR22561330,,,,25849851
SRR6654957,,,,271294
ERR525340,,,,300702
ERR596641,,,,1248900
ERR1821534,,,,1852468
SRR8883764,,,,154108
SRR7892026,,,,3096937
ERR999283,,,,4197
SRR578917,,,,7216039
SRR1871907,,,,201165
ERR1205367,,,,7441
ERR1432001,,,,2566761
SRR17400048,,,,19594701
ERR1395835,,,,451080
DRR162545,,,,3336557
SRR7535404,,,,33248880
ERR1373427,,,,843605
SRR10990415,,,,13476662
SRR10070849,,,,637902
ERR1821854,,,,1982799
ERR960661,,,,7807
ERR716803,,,,1600457
ERR1889456,,,,3394
ERR1122822,,,,991711
ERR1757542,,,,1123507
SRR3381828,2.0,,600.0,4108817
SRR6289708,,,,4517549
SRR2392490,,,,29949552
SRR6469494,,,,470637
SRR7989640,,,,19448197
ERR1757650,,,,424071
ERR1621450,,,,847351
SRR13319607,,,,19023687
SRR3679506,4.0,2.0,,20952941
SRR1872914,,,,473226
SRR11214386,,,,26780994
ERR1889601,,,,72160
SRR12037479,,,,692467
SRR11773523,,,,35956048
SRR19638113,,,,33908264
ERR1215861,,,,57094
SRR14679406,,,,61270227
ERR854815,,,,1370258
SRR3622456,,,,14460453
SRR3624461,,4.0,,36693427
SRR11140709,,,,31891834
ERR1374680,,,,808
SRR6468941,,,,982680
SRR12661709,,,,11094677
SRR16574812,,,,24463169
ERR780051,,,,2125272
ERR963195,,,,23631
ERR1373732,,,,345719
SRR998922,,,,3422901
SRR11302764,,,,344963
SRR4026152,,,,33400902
SRR6655064,,,,557818
ERR2723273,,,,127077
SRR3183439,,,,19182612
SRR850608,,209.0,,30335623
SRR9198873,,,,502120
ERR4691987,,,,32722906
SRR10040119,,,,17389119
SRR12037320,,,,405553
ERR1374461,,,,738
SRR7801949,,,,1386181
ERR1888175,,,,679267
SRR9906821,,,,38360054
SRR1872718,,,,453629
ERR737777,,,,1734029
SRR11577261,,,,12125053
SRR11699740,,,,104876
SRR9822878,5.0,,,58664442
ERR1621511,,,,585850
SRR8377240,,,,69119
ERR1374223,,,,4562
SRR7468701,,,3.0,5979533
SRR1555584,,,,1639648
SRR16327292,,,,12548515
SRR7268872,,,,9502934
SRR13015626,,,,20595132
ERR958831,,,,30656
SRR19387523,2.0,18.0,,17584732
