Run ID,Number of reads,Mate1,Mate2
ERR737692,2626540,55,75.0
ERR737693,2012519,55,75.0
ERR737694,2967550,55,75.0
ERR737695,2114918,55,75.0
ERR737696,2579753,55,75.0
ERR737697,2622338,55,75.0
ERR737698,2654938,55,75.0
ERR737699,2833527,55,75.0
ERR737700,2507278,55,75.0
ERR737701,2917133,55,75.0
ERR737702,3189737,55,75.0
ERR737703,2933846,55,75.0
ERR737704,2005498,55,75.0
ERR737705,2490735,55,75.0
ERR737706,2464178,55,75.0
ERR737707,2602578,55,75.0
ERR737708,2657964,55,75.0
ERR737709,2605909,55,75.0
ERR737710,2610706,55,75.0
ERR737711,3036971,55,75.0
ERR737712,3589724,55,75.0
ERR737713,3293585,55,75.0
ERR737714,2791368,55,75.0
ERR737715,2856208,55,75.0
ERR737716,2692860,55,75.0
ERR737717,3249958,55,75.0
ERR737718,3033998,55,75.0
ERR737719,2448029,55,75.0
ERR737720,2533127,55,75.0
ERR737721,2636130,55,75.0
ERR737722,2662221,55,75.0
ERR737723,2490505,55,75.0
ERR737724,2910276,55,75.0
ERR737725,2742387,55,75.0
ERR737726,2406559,55,75.0
ERR737727,2744940,55,75.0
ERR737728,2856672,55,75.0
ERR737729,2412270,55,75.0
ERR737730,2478219,55,75.0
ERR737731,2429827,55,75.0
ERR737732,2614277,55,75.0
ERR737733,2830034,55,75.0
ERR737734,2927953,55,75.0
ERR737735,2799851,55,75.0
ERR737736,3125176,55,75.0
ERR737737,3049458,55,75.0
ERR737738,2859398,55,75.0
ERR737739,2583790,55,75.0
ERR737740,2614852,55,75.0
ERR737741,1999759,55,75.0
ERR737742,2950858,55,75.0
ERR737743,2108270,55,75.0
ERR737744,2564356,55,75.0
ERR737745,2609472,55,75.0
ERR737746,2638466,55,75.0
ERR737747,2823748,55,75.0
ERR737748,2494522,55,75.0
ERR737749,2907275,55,75.0
ERR737750,3176934,55,75.0
ERR737751,2915198,55,75.0
ERR737752,1991476,55,75.0
ERR737753,2478438,55,75.0
ERR737754,2443505,55,75.0
ERR737755,2593454,55,75.0
ERR737756,2644165,55,75.0
ERR737757,2588880,55,75.0
ERR737758,2598792,55,75.0
ERR737759,3022594,55,75.0
ERR737760,3571188,55,75.0
ERR737761,3279298,55,75.0
ERR737762,2783658,55,75.0
ERR737763,2837497,55,75.0
ERR737764,2675741,55,75.0
ERR737765,3236881,55,75.0
ERR737766,3015544,55,75.0
ERR737767,2439868,55,75.0
ERR737768,2518831,55,75.0
ERR737769,2632220,55,75.0
ERR737770,2652157,55,75.0
ERR737771,2475797,55,75.0
ERR737772,2896502,55,75.0
ERR737773,2727493,55,75.0
ERR737774,2394659,55,75.0
ERR737775,2733311,55,75.0
ERR737776,2846524,55,75.0
ERR737777,2403889,55,75.0
ERR737778,2466580,55,75.0
ERR737779,2422854,55,75.0
ERR737780,2608433,55,75.0
ERR737781,2827418,55,75.0
ERR737782,2916049,55,75.0
ERR737783,2792059,55,75.0
ERR737784,3120086,55,75.0
ERR737785,3040772,55,75.0
ERR738211,2351942,55,75.0
ERR738212,2863912,55,75.0
ERR738213,2610346,55,75.0
ERR738214,2441588,55,75.0
ERR738215,3124451,55,75.0
ERR738216,3023878,55,75.0
ERR738217,3213650,55,75.0
ERR738218,3043753,55,75.0
ERR738219,2736381,55,75.0
ERR738220,3199364,55,75.0
ERR738221,3281238,55,75.0
ERR738222,2788943,55,75.0
ERR738223,2674497,55,75.0
ERR738224,2657622,55,75.0
ERR738225,3161253,55,75.0
ERR738226,3242844,55,75.0
ERR738227,3011299,55,75.0
ERR738228,3019981,55,75.0
ERR738229,2932488,55,75.0
ERR738230,2919124,55,75.0
ERR738231,3132953,55,75.0
ERR738232,2886517,55,75.0
ERR738233,2818823,55,75.0
ERR738234,2332424,55,75.0
ERR738235,3015999,55,75.0
ERR738236,2638414,55,75.0
ERR738237,3342661,55,75.0
ERR738238,2732754,55,75.0
ERR738239,2714112,55,75.0
ERR738240,2944300,55,75.0
ERR738241,2736312,55,75.0
ERR738242,2926664,55,75.0
ERR738243,2932364,55,75.0
ERR738244,3521892,55,75.0
ERR738245,2274157,55,75.0
ERR738246,2615300,55,75.0
ERR738247,2378457,55,75.0
ERR738248,2311480,55,75.0
ERR738249,2594244,55,75.0
ERR738250,2992306,55,75.0
ERR738251,2353086,55,75.0
ERR738252,3141852,55,75.0
ERR738253,3183393,55,75.0
ERR738254,3152232,55,75.0
ERR738255,3163265,55,75.0
ERR738256,2583383,55,75.0
ERR738257,2351592,55,75.0
ERR738258,2862279,55,75.0
ERR738259,2609526,55,75.0
ERR738260,2451378,55,75.0
ERR738261,3136890,55,75.0
ERR738262,3027507,55,75.0
ERR738263,3222936,55,75.0
ERR738264,3045460,55,75.0
ERR738265,2745749,55,75.0
ERR738266,3210161,55,75.0
ERR738267,3299315,55,75.0
ERR738268,2794179,55,75.0
ERR738269,2677002,55,75.0
ERR738270,2658692,55,75.0
ERR738271,3164475,55,75.0
ERR738272,3246873,55,75.0
ERR738273,3017564,55,75.0
ERR738274,3024657,55,75.0
ERR738275,2936813,55,75.0
ERR738276,2927372,55,75.0
ERR738277,3139473,55,75.0
ERR738278,2893309,55,75.0
ERR738279,2831537,55,75.0
ERR738280,2338284,55,75.0
ERR738281,3023441,55,75.0
ERR738282,2650173,55,75.0
ERR738283,3360099,55,75.0
ERR738284,2738796,55,75.0
ERR738285,2709832,55,75.0
ERR738286,2947115,55,75.0
ERR738287,2738615,55,75.0
ERR738288,2935835,55,75.0
ERR738289,2937543,55,75.0
ERR738290,3528425,55,75.0
ERR738291,2278737,55,75.0
ERR738292,2614691,55,75.0
ERR738293,2383291,55,75.0
ERR738294,2316454,55,75.0
ERR738295,2601343,55,75.0
ERR738296,2996022,55,75.0
ERR738297,2358988,55,75.0
ERR738298,3144958,55,75.0
ERR738299,3186616,55,75.0
ERR738300,3158367,55,75.0
ERR738301,3170281,55,75.0
ERR738302,2579788,55,75.0
ERR755662,2621189,55,75.0
ERR755663,2944501,55,75.0
ERR755664,3138923,55,75.0
ERR755665,3455121,55,75.0
ERR755666,2811602,55,75.0
ERR755667,2718715,55,75.0
ERR755668,3131890,55,75.0
ERR755669,3107833,55,75.0
ERR755670,3327226,55,75.0
ERR755671,2666409,55,75.0
ERR755672,2489039,55,75.0
ERR755673,2783115,55,75.0
ERR755674,2338605,55,75.0
ERR755675,2768460,55,75.0
ERR755676,3055403,55,75.0
ERR755677,2962998,55,75.0
ERR755678,1671579,55,75.0
ERR755679,2657954,55,75.0
ERR755680,1922353,55,75.0
ERR755681,2447003,55,75.0
ERR755682,2414839,55,75.0
ERR755683,3295389,55,75.0
ERR755684,2905181,55,75.0
ERR755685,2163901,55,75.0
ERR755686,3444196,55,75.0
ERR755687,3504321,55,75.0
ERR755688,3024619,55,75.0
ERR755689,3474105,55,75.0
ERR755690,2678938,55,75.0
ERR755691,2617719,55,75.0
ERR755692,2450589,55,75.0
ERR755693,3201788,55,75.0
ERR755694,2691181,55,75.0
ERR755695,2376910,55,75.0
ERR755696,2536431,55,75.0
ERR755697,3116734,55,75.0
ERR755698,2786022,55,75.0
ERR755699,2490569,55,75.0
ERR755700,3062613,55,75.0
ERR755701,2192065,55,75.0
ERR755702,2183470,55,75.0
ERR755703,3086453,55,75.0
ERR755704,2612109,55,75.0
ERR755705,2376435,55,75.0
ERR755706,2392891,55,75.0
ERR755707,2870974,55,75.0
ERR755708,2609109,55,75.0
ERR755709,2940073,55,75.0
ERR755710,3121535,55,75.0
ERR755711,3446876,55,75.0
ERR755712,2801761,55,75.0
ERR755713,2702440,55,75.0
ERR755714,3127791,55,75.0
ERR755715,3104540,55,75.0
ERR755716,3332295,55,75.0
ERR757851,3048211,55,75.0
ERR757852,2955840,55,75.0
ERR757853,3291875,55,75.0
ERR757854,2784677,55,75.0
ERR757855,3062773,55,75.0
ERR759356,2659618,55,75.0
ERR759357,2483669,55,75.0
ERR759358,2782867,55,75.0
ERR759359,2321912,55,75.0
ERR759360,2759758,55,75.0
ERR759361,1669408,55,75.0
ERR759362,2647967,55,75.0
ERR759363,1930611,55,75.0
ERR759364,2440075,55,75.0
ERR759365,2415194,55,75.0
ERR759366,2897369,55,75.0
ERR759367,2156487,55,75.0
ERR759368,3433473,55,75.0
ERR759369,3501632,55,75.0
ERR759370,3019234,55,75.0
ERR759371,3468428,55,75.0
ERR759372,2677083,55,75.0
ERR759373,2624951,55,75.0
ERR759374,2457611,55,75.0
ERR759375,3204234,55,75.0
ERR759376,2687651,55,75.0
ERR759377,2372273,55,75.0
ERR759378,2544885,55,75.0
ERR759379,3108831,55,75.0
ERR759380,2490622,55,75.0
ERR759381,2203787,55,75.0
ERR759382,2176486,55,75.0
ERR759383,3076649,55,75.0
ERR759384,2602205,55,75.0
ERR759385,2358029,55,75.0
ERR759386,2402597,55,75.0
ERR759387,2879476,55,75.0
ERR780025,2741118,55,75.0
ERR780026,2465030,55,75.0
ERR780027,2625204,55,75.0
ERR780028,2507715,55,75.0
ERR780029,2870902,55,75.0
ERR780030,2428387,55,75.0
ERR780031,2289523,55,75.0
ERR780032,2613627,55,75.0
ERR780033,2424135,55,75.0
ERR780034,2821135,55,75.0
ERR780035,2562024,55,75.0
ERR780036,2129366,55,75.0
ERR780037,2520654,55,75.0
ERR780038,2367398,55,75.0
ERR780039,2348638,55,75.0
ERR780040,2130189,55,75.0
ERR780041,2831851,55,75.0
ERR780042,3834516,55,75.0
ERR780043,3037264,55,75.0
ERR780044,2572576,55,75.0
ERR780045,2917726,55,75.0
ERR780046,2750916,55,75.0
ERR780047,2475308,55,75.0
ERR780048,2632122,55,75.0
ERR780049,2524005,55,75.0
ERR780050,2880582,55,75.0
ERR780051,2431769,55,75.0
ERR780052,2298660,55,75.0
ERR780053,2627639,55,75.0
ERR780054,2292093,55,75.0
ERR780055,2834531,55,75.0
ERR780056,2575239,55,75.0
ERR780057,2139232,55,75.0
ERR780058,2530058,55,75.0
ERR780059,2376286,55,75.0
ERR780060,2354236,55,75.0
ERR780061,2137676,55,75.0
ERR780062,2834393,55,75.0
ERR780063,3845279,55,75.0
ERR780064,3047056,55,75.0
ERR780065,2584189,55,75.0
ERR780066,2929602,55,75.0
ERR780067,2498352,55,75.0
ERR780068,2623492,55,75.0
ERR780069,2828582,55,75.0
ERR780070,3358464,55,75.0
ERR780071,2512981,55,75.0
ERR780072,2440172,55,75.0
ERR780073,2894548,55,75.0
ERR780074,3352348,55,75.0
ERR780075,2138469,55,75.0
ERR780076,3182186,55,75.0
ERR780077,2867926,55,75.0
ERR780078,3155932,55,75.0
ERR780079,2564761,55,75.0
ERR780080,2028462,55,75.0
ERR780081,2975117,55,75.0
ERR780082,2435553,55,75.0
ERR780083,2754180,55,75.0
ERR780084,2901457,55,75.0
ERR780085,3231826,55,75.0
ERR780086,2947036,55,75.0
ERR780087,2266400,55,75.0
ERR780088,3343510,55,75.0
ERR780089,3004742,55,75.0
ERR780090,2558004,55,75.0
ERR780091,1908317,55,75.0
ERR780092,2353470,55,75.0
ERR780093,2446047,55,75.0
ERR780094,2997412,55,75.0
ERR780095,2464872,55,75.0
ERR780096,2787747,55,75.0
ERR780097,3024918,55,75.0
ERR780098,2436015,55,75.0
ERR780099,2522287,55,75.0
ERR780100,3214161,55,75.0
ERR780101,2456043,55,75.0
ERR780102,2764537,55,75.0
ERR780103,3152318,55,75.0
ERR780104,2776634,55,75.0
ERR780105,3737063,55,75.0
ERR780106,2999432,55,75.0
ERR780107,2678308,55,75.0
ERR780108,3205971,55,75.0
ERR780109,3091842,55,75.0
ERR780110,2479402,55,75.0
ERR780111,2609804,55,75.0
ERR780112,2812490,55,75.0
ERR780113,3080141,55,75.0
ERR780114,2497775,55,75.0
ERR780115,2421286,55,75.0
ERR780116,2879322,55,75.0
ERR780117,3332963,55,75.0
ERR780118,2123264,55,75.0
ERR780119,3155187,55,75.0
ERR780120,2853199,55,75.0
ERR780121,3129910,55,75.0
ERR780122,2550921,55,75.0
ERR780123,2012611,55,75.0
ERR780124,2958187,55,75.0
ERR780125,2420611,55,75.0
ERR780126,2738843,55,75.0
ERR780127,2881299,55,75.0
ERR780128,3205464,55,75.0
ERR780129,2929219,55,75.0
ERR780130,2246136,55,75.0
ERR780131,3309519,55,75.0
ERR780132,2977334,55,75.0
ERR780133,2536060,55,75.0
ERR780134,1895810,55,75.0
ERR780135,2346764,55,75.0
ERR780136,2425260,55,75.0
ERR780137,2970475,55,75.0
ERR780138,2444065,55,75.0
ERR780139,2762265,55,75.0
ERR780140,3004096,55,75.0
ERR780141,2425778,55,75.0
ERR780142,2503432,55,75.0
ERR780143,3189019,55,75.0
ERR780144,2437372,55,75.0
ERR780145,2742588,55,75.0
ERR780146,3132063,55,75.0
ERR780147,2755299,55,75.0
ERR780148,3707016,55,75.0
ERR780149,2980088,55,75.0
ERR780150,2657919,55,75.0
ERR780151,3183350,55,75.0
ERR780152,3072684,55,75.0
ERR780279,2079326,55,75.0
ERR780280,2380715,55,75.0
ERR780281,1897710,55,75.0
ERR780282,2780061,55,75.0
ERR780283,3364225,55,75.0
ERR780284,3187522,55,75.0
ERR780285,3498261,55,75.0
ERR780286,3178873,55,75.0
ERR780287,3029050,55,75.0
ERR780288,2109386,55,75.0
ERR780289,3469042,55,75.0
ERR780290,2972039,55,75.0
ERR780291,3555712,55,75.0
ERR780292,2539962,55,75.0
ERR780293,2501703,55,75.0
ERR780294,3809777,55,75.0
ERR780295,3012652,55,75.0
ERR780296,3549573,55,75.0
ERR780297,1820678,55,75.0
ERR780298,3630460,55,75.0
ERR780299,3085077,55,75.0
ERR780300,3027286,55,75.0
ERR780301,1810868,55,75.0
ERR780302,2458741,55,75.0
ERR780303,2069932,55,75.0
ERR780304,2376280,55,75.0
ERR780305,1888828,55,75.0
ERR780306,2781867,55,75.0
ERR780307,3367619,55,75.0
ERR780308,3185498,55,75.0
ERR780309,3504518,55,75.0
ERR780310,3181288,55,75.0
ERR780311,3029984,55,75.0
ERR780312,2108374,55,75.0
ERR780313,3478638,55,75.0
ERR780314,2972857,55,75.0
ERR780315,3559936,55,75.0
ERR780316,2533945,55,75.0
ERR780317,2499616,55,75.0
ERR780318,3819560,55,75.0
ERR780319,3016619,55,75.0
ERR780320,3561960,55,75.0
ERR780321,1808016,55,75.0
ERR780322,3641534,55,75.0
ERR780323,3083095,55,75.0
ERR780324,3028691,55,75.0
ERR780325,1858455,55,75.0
ERR780326,2455708,55,75.0
ERR830274,2414703,55,75.0
ERR830275,2994716,55,75.0
ERR830276,2142201,55,75.0
ERR830277,2555023,55,75.0
ERR830278,2747717,55,75.0
ERR830279,2480017,55,75.0
ERR830280,2205648,55,75.0
ERR830281,1826561,55,75.0
ERR830282,2147159,55,75.0
ERR830283,2676968,55,75.0
ERR830284,2634711,55,75.0
ERR830285,2946052,55,75.0
ERR830286,2476728,55,75.0
ERR830287,2836839,55,75.0
ERR830288,2041153,55,75.0
ERR830289,2663806,55,75.0
ERR830290,2703895,55,75.0
ERR830291,2508699,55,75.0
ERR830292,2534611,55,75.0
ERR830293,2432780,55,75.0
ERR830294,2015868,55,75.0
ERR830295,2663472,55,75.0
ERR830296,2410264,55,75.0
ERR830297,2479710,55,75.0
ERR830298,2850877,55,75.0
ERR830299,2875029,55,75.0
ERR830300,2443376,55,75.0
ERR830301,2886972,55,75.0
ERR830302,2423660,55,75.0
ERR830303,2491375,55,75.0
ERR830304,2937307,55,75.0
ERR830305,2271624,55,75.0
ERR830306,2531997,55,75.0
ERR830307,2413993,55,75.0
ERR830308,2099607,55,75.0
ERR830309,2486185,55,75.0
ERR830310,2327446,55,75.0
ERR830311,2112512,55,75.0
ERR830312,1974652,55,75.0
ERR830313,2467139,55,75.0
ERR830314,2572161,55,75.0
ERR830315,2338661,55,75.0
ERR830316,2078428,55,75.0
ERR830317,2288095,55,75.0
ERR830318,2155523,55,75.0
ERR830319,2351533,55,75.0
ERR830320,2449612,55,75.0
ERR830321,4285312,55,75.0
ERR830322,2183563,55,75.0
ERR830323,2594494,55,75.0
ERR830324,2224793,55,75.0
ERR830325,2517741,55,75.0
ERR830326,2240979,55,75.0
ERR830327,1862396,55,75.0
ERR830328,2177183,55,75.0
ERR830329,2723452,55,75.0
ERR830330,2677303,55,75.0
ERR830331,3000722,55,75.0
ERR830332,2510496,55,75.0
ERR830333,2865690,55,75.0
ERR830334,2075078,55,75.0
ERR830335,2705092,55,75.0
ERR830336,2753575,55,75.0
ERR830337,2547408,55,75.0
ERR830338,2577222,55,75.0
ERR830339,2473724,55,75.0
ERR830340,2075242,55,75.0
ERR830341,2709662,55,75.0
ERR830342,2446887,55,75.0
ERR830343,2512016,55,75.0
ERR830344,2896669,55,75.0
ERR830345,2918738,55,75.0
ERR830346,2480738,55,75.0
ERR830347,2931082,55,75.0
ERR830348,2468722,55,75.0
ERR830349,2526225,55,75.0
ERR830350,2988910,55,75.0
ERR830351,2302928,55,75.0
ERR830352,2571500,55,75.0
ERR830353,2450375,55,75.0
ERR830354,2129504,55,75.0
ERR830355,2520428,55,75.0
ERR830356,2363927,55,75.0
ERR830357,2139781,55,75.0
ERR830358,2004313,55,75.0
ERR830359,2490474,55,75.0
ERR830360,2603660,55,75.0
ERR830361,2366330,55,75.0
ERR830362,2097858,55,75.0
ERR830363,2319823,55,75.0
ERR830364,2186402,55,75.0
ERR830365,2387296,55,75.0
ERR853447,950630,55,75.0
ERR853448,974061,55,75.0
ERR853449,990205,55,75.0
ERR853450,1275412,55,75.0
ERR853451,1109772,55,75.0
ERR853452,1008817,55,75.0
ERR853453,954218,55,75.0
ERR853454,1006393,55,75.0
ERR853455,903879,55,75.0
ERR853456,1179614,55,75.0
ERR853457,888629,55,75.0
ERR853458,1254691,55,75.0
ERR853459,1127783,55,75.0
ERR853460,1112334,55,75.0
ERR853461,1076715,55,75.0
ERR853462,1241778,55,75.0
ERR853463,902450,55,75.0
ERR853464,959465,55,75.0
ERR853465,1048382,55,75.0
ERR853466,706816,55,75.0
ERR853467,898958,55,75.0
ERR853468,1123256,55,75.0
ERR853469,943337,55,75.0
ERR853470,875070,55,75.0
ERR853471,1053371,55,75.0
ERR853472,1065190,55,75.0
ERR853473,1163140,55,75.0
ERR853474,954784,55,75.0
ERR853475,1041160,55,75.0
ERR853476,1492328,55,75.0
ERR853477,1798427,55,75.0
ERR853478,1001322,55,75.0
ERR853479,1056986,55,75.0
ERR853480,1617802,55,75.0
ERR853481,1073888,55,75.0
ERR853482,1045108,55,75.0
ERR853483,1117299,55,75.0
ERR853484,1164701,55,75.0
ERR853485,1115225,55,75.0
ERR853486,1093159,55,75.0
ERR853487,1069013,55,75.0
ERR853488,694706,55,75.0
ERR853489,1024120,55,75.0
ERR853490,1469278,55,75.0
ERR853491,1164272,55,75.0
ERR853492,1087824,55,75.0
ERR853493,1109234,55,75.0
ERR853494,1146783,55,75.0
ERR853495,1248651,55,75.0
ERR853496,848457,55,75.0
ERR853497,1074431,55,75.0
ERR853498,1028917,55,75.0
ERR853499,828962,55,75.0
ERR853500,1160473,55,75.0
ERR853501,1306197,55,75.0
ERR853502,975574,55,75.0
ERR853503,1133675,55,75.0
ERR853504,1231869,55,75.0
ERR853505,1057288,55,75.0
ERR853506,1513519,55,75.0
ERR853507,972377,55,75.0
ERR853508,1102958,55,75.0
ERR853509,1031792,55,75.0
ERR853510,1178456,55,75.0
ERR853511,1103445,55,75.0
ERR853512,1003749,55,75.0
ERR853513,1109849,55,75.0
ERR853514,1068787,55,75.0
ERR853515,1064490,55,75.0
ERR853516,1049988,55,75.0
ERR853517,1174468,55,75.0
ERR853518,1070713,55,75.0
ERR853519,944608,55,75.0
ERR853520,920484,55,75.0
ERR853521,1118006,55,75.0
ERR853522,1149564,55,75.0
ERR853523,1036513,55,75.0
ERR853524,1022855,55,75.0
ERR853525,1095281,55,75.0
ERR853526,1021762,55,75.0
ERR853527,1110729,55,75.0
ERR853528,993338,55,75.0
ERR853529,994792,55,75.0
ERR853530,1047112,55,75.0
ERR853531,783196,55,75.0
ERR853532,1174974,55,75.0
ERR853533,1133826,55,75.0
ERR853534,1002794,55,75.0
ERR853535,971221,55,75.0
ERR853536,1012290,55,75.0
ERR853537,1047648,55,75.0
ERR853538,1054766,55,75.0
ERR853539,1046414,55,75.0
ERR853540,31463,55,75.0
ERR853541,1102987,55,75.0
ERR853542,267391,55,75.0
ERR853543,944189,55,75.0
ERR853544,965023,55,75.0
ERR853545,982858,55,75.0
ERR853546,1265802,55,75.0
ERR853547,1099767,55,75.0
ERR853548,1000314,55,75.0
ERR853549,945967,55,75.0
ERR853550,1001664,55,75.0
ERR853551,899938,55,75.0
ERR853552,1169270,55,75.0
ERR853553,882315,55,75.0
ERR853554,1247174,55,75.0
ERR853555,1120667,55,75.0
ERR853556,1105930,55,75.0
ERR853557,1067520,55,75.0
ERR853558,1229560,55,75.0
ERR853559,895312,55,75.0
ERR853560,954010,55,75.0
ERR853561,1039650,55,75.0
ERR853562,700977,55,75.0
ERR853563,889542,55,75.0
ERR853564,1114795,55,75.0
ERR853565,937077,55,75.0
ERR853566,115360,55,75.0
ERR853567,1044963,55,75.0
ERR853568,1056503,55,75.0
ERR853569,1151334,55,75.0
ERR853570,951175,55,75.0
ERR853571,1033023,55,75.0
ERR853572,404387,55,75.0
ERR853573,1783483,55,75.0
ERR853574,994300,55,75.0
ERR853575,1049501,55,75.0
ERR853576,453863,55,75.0
ERR853577,1065786,55,75.0
ERR853578,1035297,55,75.0
ERR853579,1109674,55,75.0
ERR853580,1154712,55,75.0
ERR853581,136168,55,75.0
ERR853582,56653,55,75.0
ERR853583,190521,55,75.0
ERR853584,690779,55,75.0
ERR853585,161995,55,75.0
ERR853586,1461425,55,75.0
ERR853587,1155218,55,75.0
ERR853588,126200,55,75.0
ERR853589,1101346,55,75.0
ERR853590,1138501,55,75.0
ERR853591,1239689,55,75.0
ERR853592,843473,55,75.0
ERR853593,1067550,55,75.0
ERR853594,1020217,55,75.0
ERR853595,822853,55,75.0
ERR853596,1151969,55,75.0
ERR853597,72337,55,75.0
ERR853598,123795,55,75.0
ERR853599,1123845,55,75.0
ERR853600,1223079,55,75.0
ERR853601,1048372,55,75.0
ERR853602,1502151,55,75.0
ERR853603,25696,55,75.0
ERR853604,1097488,55,75.0
ERR853605,1023810,55,75.0
ERR853606,1170417,55,75.0
ERR853607,1095433,55,75.0
ERR853608,996046,55,75.0
ERR853609,306458,55,75.0
ERR853610,1058378,55,75.0
ERR853611,195634,55,75.0
ERR853612,1040433,55,75.0
ERR853613,1163702,55,75.0
ERR853614,30103,55,75.0
ERR853615,937534,55,75.0
ERR853616,916383,55,75.0
ERR853617,389195,55,75.0
ERR853618,1142934,55,75.0
ERR853619,1030017,55,75.0
ERR853620,262015,55,75.0
ERR853621,1090332,55,75.0
ERR853622,1012652,55,75.0
ERR853623,1099664,55,75.0
ERR853624,985689,55,75.0
ERR853625,989259,55,75.0
ERR853626,1038080,55,75.0
ERR853627,120957,55,75.0
ERR853628,936420,55,75.0
ERR853629,1126291,55,75.0
ERR853630,996605,55,75.0
ERR853631,966255,55,75.0
ERR853632,1003611,55,75.0
ERR853634,338988,55,75.0
ERR853635,1036702,55,75.0
ERR853636,1142955,55,75.0
ERR853637,1094440,55,75.0
ERR853638,1070023,55,75.0
ERR853639,942718,55,75.0
ERR853640,968782,55,75.0
ERR853641,981917,55,75.0
ERR853642,1265990,55,75.0
ERR853643,1096963,55,75.0
ERR853644,1000680,55,75.0
ERR853645,167836,55,75.0
ERR853646,42574,55,75.0
ERR853647,900879,55,75.0
ERR853648,1169566,55,75.0
ERR853649,881299,55,75.0
ERR853650,429399,55,75.0
ERR853651,1125599,55,75.0
ERR853652,1105256,55,75.0
ERR853653,1073813,55,75.0
ERR853654,1234688,55,75.0
ERR853655,897044,55,75.0
ERR853656,951998,55,75.0
ERR853657,1040032,55,75.0
ERR853658,701847,55,75.0
ERR853660,175051,55,75.0
ERR853661,935502,55,75.0
ERR853662,204612,55,75.0
ERR853663,1042875,55,75.0
ERR853664,1058844,55,75.0
ERR853665,1154671,55,75.0
ERR853666,952356,55,75.0
ERR853667,1033431,55,75.0
ERR853668,1478571,55,75.0
ERR853669,1785295,55,75.0
ERR853670,995872,55,75.0
ERR853671,1048793,55,75.0
ERR853672,1604766,55,75.0
ERR853673,1064020,55,75.0
ERR853674,1035415,55,75.0
ERR853675,1106978,55,75.0
ERR853676,30485,55,75.0
ERR853677,150354,55,75.0
ERR853678,1085391,55,75.0
ERR853679,1062431,55,75.0
ERR853680,176409,55,75.0
ERR853681,248776,55,75.0
ERR853682,1459080,55,75.0
ERR853683,1153619,55,75.0
ERR853684,1081610,55,75.0
ERR853685,1100068,55,75.0
ERR853686,1139603,55,75.0
ERR853687,1238085,55,75.0
ERR853688,143527,55,75.0
ERR853689,1070032,55,75.0
ERR853690,230082,55,75.0
ERR853691,823297,55,75.0
ERR853692,206996,55,75.0
ERR853693,1296316,55,75.0
ERR853694,205934,55,75.0
ERR853695,1123329,55,75.0
ERR853696,35292,55,75.0
ERR853697,1048462,55,75.0
ERR853698,1499453,55,75.0
ERR853699,966572,55,75.0
ERR853700,1097112,55,75.0
ERR853701,16318,55,75.0
ERR853703,1093797,55,75.0
ERR853704,998950,55,75.0
ERR853705,1098318,55,75.0
ERR853706,1057212,55,75.0
ERR853708,1041991,55,75.0
ERR853709,1163686,55,75.0
ERR853710,16222,55,75.0
ERR853711,253953,55,75.0
ERR853712,915670,55,75.0
ERR853713,1112641,55,75.0
ERR853714,1139490,55,75.0
ERR853715,1027993,55,75.0
ERR853716,125327,55,75.0
ERR853717,1088498,55,75.0
ERR853719,1100042,55,75.0
ERR853720,988267,55,75.0
ERR853721,988099,55,75.0
ERR853722,1037077,55,75.0
ERR853723,779781,55,75.0
ERR853724,938604,55,75.0
ERR853725,1122851,55,75.0
ERR853728,1002896,55,75.0
ERR853729,1040307,55,75.0
ERR853730,236715,55,75.0
ERR853731,1039032,55,75.0
ERR853732,1141708,55,75.0
ERR853733,1096201,55,75.0
ERR853734,1070258,55,75.0
ERR853735,913108,55,75.0
ERR853737,948786,55,75.0
ERR853738,1224885,55,75.0
ERR853739,1064189,55,75.0
ERR853740,970208,55,75.0
ERR853741,915640,55,75.0
ERR853742,963113,55,75.0
ERR853743,873287,55,75.0
ERR853744,1131994,55,75.0
ERR853745,11909,55,75.0
ERR853746,1202972,55,75.0
ERR853747,1089763,55,75.0
ERR853748,164446,55,75.0
ERR853749,238748,55,75.0
ERR853750,1191251,55,75.0
ERR853751,23974,55,75.0
ERR853752,922888,55,75.0
ERR853753,1006799,55,75.0
ERR853754,678563,55,75.0
ERR853755,858178,55,75.0
ERR853756,218817,55,75.0
ERR853757,162547,55,75.0
ERR853758,257136,55,75.0
ERR853759,1009144,55,75.0
ERR853760,1024186,55,75.0
ERR853761,1116981,55,75.0
ERR853762,921454,55,75.0
ERR853763,1001456,55,75.0
ERR853764,1434123,55,75.0
ERR853766,372046,55,75.0
ERR853767,1013821,55,75.0
ERR853768,1554153,55,75.0
ERR853769,1028796,55,75.0
ERR853770,1001297,55,75.0
ERR853771,1074050,55,75.0
ERR853772,1121143,55,75.0
ERR853773,1074031,55,75.0
ERR853774,146786,55,75.0
ERR853775,1028235,55,75.0
ERR853776,674865,55,75.0
ERR853777,984732,55,75.0
ERR853778,1413690,55,75.0
ERR853779,1116333,55,75.0
ERR853780,1043903,55,75.0
ERR853781,1065030,55,75.0
ERR853782,1101625,55,75.0
ERR853783,63800,55,75.0
ERR853784,817965,55,75.0
ERR853785,1033179,55,75.0
ERR853786,986847,55,75.0
ERR853787,799509,55,75.0
ERR853788,1114343,55,75.0
ERR853789,1253805,55,75.0
ERR853790,933087,55,75.0
