SRA_run_accession,count
SRR5947672,176301
ERR492362,61382
SRR6908632,17088
ERR1252029,14356
SRR5810760,576
SRR8009940,449592
SRR5944016,191398
ERR582941,1662
SRR12493005,111346
SRR6469258,7728
SRR6020359,16578330
SRR1714468,2024882
ERR716802,95084
SRR3231351,6332674
ERR1215972,58490
SRR6654711,11762
SRR14217619,73791
SRR11214395,132361
SRR13972076,541488
SRR6469440,16964
SRR10151963,61778
ERR1205104,127132
SRR7633479,432101
SRR10044902,51400
ERR1892091,77880
SRR14703462,15742
SRR1609755,101512
SRR8787747,80354
SRR11303039,132
ERR1205273,52
SRR6020351,995028
ERR863492,28586
SRR7637839,435448
SRR3498290,2622237
ERR1373699,49220
ERR8058368,185778
ERR3446756,63346
SRR5893151,13539
ERR1889317,40714
SRR8883694,84936
ERR1821786,21754
SRR1872294,24966
SRR5443683,158033
ERR1621436,58184
ERR573448,35826
SRR11303175,60
SRR12194968,777214
SRR7905412,1635134
SRR5921072,160612
SRR7942621,115807222
SRR8928780,260806
SRR3018744,310601
ERR3266380,25687
SRR6250112,103274
ERR2723074,78550
ERR2154767,55488
SRR7268842,97564
ERR1373599,77042
ERR853676,47910
SRR6841457,432772
SRR15831139,397178
ERR1124543,363034
SRR7892023,45548
ERR1706515,65170
SRR870853,127172
SRR15483594,125764
SRR13149763,577744
SRR11186419,394858
ERR667584,47086
ERR854840,129734
SRR10393504,8585
SRR9875047,59990
ERR1396860,1786
SRR6469687,30
SRR10151925,87582
SRR17248528,310074
SRR3038045,28397
ERR517897,58736
SRR11303223,204
SRR6469717,58714
ERR1821575,23770
SRR797913,178053
SRR6469308,63116
SRR10863022,375674
SRR5058318,557272
SRR8928832,15398
SRR10215484,800418
SRR14883463,192502
SRR6655009,11437
SRR13958292,281732
ERR1218482,189154
ERR2154803,50090
SRR19641877,758452
ERR959491,6810
SRR12661542,77640
SRR6250056,94814
SRR8305630,919073
SRR8787661,52218
SRR5893154,154894
SRR11090053,50666
SRR6652903,1112008
SRR11302507,519
ERR1757427,21020
ERR7132862,365282
ERR1374855,4238
SRR7662065,31026
SRR16530666,337806
ERR2723681,53010
SRR5127960,264900
SRR1872193,42936
SRR14217577,114990
SRR12436774,47449
ERR968106,482
ERR854773,167478
ERR1821922,21790
SRR10070689,381928
ERR1124842,522392
SRR3179599,493540
SRR7240607,23205014
SRR7664343,362630
ERR1821635,24160
SRR21228037,182510
SRR1062204,25260
SRR16299065,19259
SRR13234680,679534
SRR5341535,73013
SRR1871942,8176
SRR14213369,205864
SRR10151630,28136
SRR5810811,2964
ERR1888916,323574
SRR10151819,87948
SRR3231275,1373576
SRR7699139,251912
SRR9336407,302014
SRR7410401,167746
SRR6654708,12734
SRR11033784,884570
SRR10151694,73052
ERR1124853,738888
ERR959039,7078
SRR2051113,184513
ERR7720657,4388424
SRR1872095,45836
SRR886458,83864
SRR14930243,431908
SRR5921173,446862
ERR1216470,35320
ERR1108776,127742
ERR035545,559908
ERR1595119,232800
SRR8587731,545660
ERR1108107,321810
SRR3381731,459624
SRR12749698,4726656
SRR5507571,236502
SRR1062223,21868
ERR1889653,61080
SRR18516713,712935
ERR1888664,12
SRR14217714,86857
ERR960399,3976
SRR13724954,1911574
SRR13234642,26002
SRR12708442,562702
SRR8530751,161796
ERR1442701,13934
ERR1205295,180
SRR6654541,19941
SRR11302958,167
ERR667548,48688
ERR1122719,160822
ERR2723887,63122
ERR1216599,95364
SRR11293507,1524134
SRR18296192,198956
ERR1730794,27820
ERR667458,19608
ERR659782,73680
ERR1108189,190094
SRR10038906,581246
SRR7264580,38120182
SRR14075699,203888
SRR12287393,408815
SRR5382059,110013
ERR1395850,31124
SRR10511875,144741
SRR9119504,1243891
SRR6654688,4891
SRR519745,1467654
SRR16574818,294084
ERR1069064,268654
SRR372789,230944
ERR698010,84638
SRR5810827,1646
SRR10126179,8185
SRR6468876,652126
ERR1108147,99178
SRR6818819,404520
SRR1872936,20502
SRR6268193,383528
ERR1889287,108902
SRR16195472,52115
ERR1099397,90120
SRR22428446,150522
SRR7662120,15984
SRR6268093,57927
SRR11302301,535
ERR1889469,30254
ERR1594701,1677848
ERR1216434,69960
SRR10828008,618370
SRR058073,111515
SRR7119869,33029
ERR960840,2830
SRR1872648,7964
ERR1216009,131292
ERR1373411,25432
SRR8787659,77706
ERR381749,132264
ERR1821648,24072
ERR3489849,227462
SRR6654657,18259
SRR7244610,168130
ERR1373801,42094
SRR6654344,14618
SRR10126246,11454
ERR1692483,50802
ERR1821675,25274
ERR1821605,21046
SRR8732836,231126
ERR1821683,25888
SRR7749229,13282
SRR1062587,18480
ERR998326,35420
ERR716718,76868
ERR590751,42016
SRR12614058,769984
SRR7410435,233494
ERR718640,97584
SRR12194797,418138
SRR10899680,925987
ERR959682,2506
ERR2723724,77384
ERR854843,129292
SRR7419847,23700
SRR6655264,11473
SRR15831129,466230
SRR5666986,2510130
SRR10151788,60706
SRR6020446,3740916
ERR1289935,140138
SRR7278697,287629
SRR12436808,77228
ERR2723390,16772
ERR830285,228924
ERR582894,334
SRR15347703,844430
SRR6450502,104112
SRR23085085,195780
SRR13938343,99668
SRR1872235,14384
SRR11577244,41508
SRR6020416,748954
SRR5810695,902
SRR6469006,11180
SRR6469431,79414
SRR13646746,585316
ERR1889291,53124
SRR8928794,6734
ERR1821569,25536
ERR853594,37504
SRR3953259,1833
ERR1373454,19372
ERR958946,1234
ERR984492,2062
SRR8106606,38624
ERR1216757,32722
SRR6654661,12556
SRR5893050,1555642
SRR19764259,1132872
SRR3207405,123042
SRR8788637,6313574
SRR12037492,15348
SRR10948891,410450
ERR1415419,90640
ERR1216597,71366
SRR5921128,274194
SRR1872327,136
ERR962928,8878
ERR999401,1786
ERR1122656,303930
ERR1215736,280
ERR925760,266
SRR14217581,124495
ERR1889699,2326280
SRR12661885,75171
SRR19627923,175744
SRR10070670,582300
DRR051060,1526938
SRR11427473,346936
SRR6654505,2473
SRR12194816,527274
ERR1706518,99862
SRR6654403,11461
SRR5163103,211883
SRR4375176,26074
ERR406901,49334
SRR6469867,43062
SRR6468777,82482
ERR10180600,723094
SRR3166944,373358
ERR1692492,63122
ERR960231,1962
SRR15662006,213276
SRR11537838,1760838
SRR6654648,5654
SRR7662107,27399
ERR657534,61076
SRR8928865,40264
ERR1415066,1804
SRR17691947,128862
SRR7905365,1694522
SRR8244090,131061
SRR9850658,13733
SRR8106683,22926
ERR1757662,25690
ERR1888884,657260
ERR853603,58168
SRR10126095,13145
SRR3083732,408436
SRR5378553,259146
ERR1427029,549300
SRR6250156,269752
ERR023144,132166
ERR1416185,53954
SRR10070556,433880
SRR10974003,286588
ERR1205399,226
SRR4423749,549637
SRR9728737,588708
ERR1215993,124264
SRR835164,24761
SRR12464079,273088
SRR8441457,509856
ERR1373687,50600
ERR1407576,21070
SRR1062656,20891
ERR1108176,195964
ERR926015,174296
SRR17547530,34270
SRR10126119,32011
SRR7119850,16897
ERR1475665,24190
ERR1374270,10206
SRR10887494,140750
ERR1857693,33474
ERR1374116,5206
SRR6908630,22590
SRR6654796,33809
SRR19638117,210844
SRR4423755,2489871
SRR11427393,245836
SRR6469296,93888
SRR7789618,10192
SRR16299311,2009
ERR1892033,104890
SRR13074864,18864
SRR8197486,288174
SRR8106267,357946
SRR9198697,8457
ERR998186,270
ERR1215875,179960
SRR6654311,6612
SRR5942259,89204
SRR11033826,223130
SRR16676619,217330
ERR1216775,28810
SRR5855384,966626
SRR15376927,6534576
SRR7268862,107362
ERR959369,38188
SRR6469622,934380
ERR2723614,57254
ERR1891726,67538
ERR1888876,379020
ERR1621684,53766
ERR962910,520
SRR6267982,1053674
SRR516552,77
SRR15036067,463927
SRR8587703,2948
ERR959490,1082
ERR1108511,301830
ERR1373374,19696
SRR11302584,37
ERR1373651,35040
SRR15600946,487428
ERR1124441,495628
ERR1373491,20934
ERR959525,98
ERR830320,250998
SRR7662153,16928
SRR8663327,114391468
ERR590774,35044
ERR1216050,137206
ERR853494,44898
SRR6654336,11104
ERR1730764,37444
ERR1205239,271218
SRR9198700,89197
SRR8377239,754280
ERR755696,198486
SRR12493027,97922
SRR10393509,18645
SRR15564534,265340
SRR11033829,840292
SRR12661782,68852
SRR12037415,12646
SRR9875016,74210
ERR1215998,133306
ERR1730533,20710
ERR959388,14
SRR8135939,689242
SRR10511876,114455
ERR1252110,13742
SRR14217726,99748
ERR1889808,58904
SRR10974036,75486
ERR202510,3946
SRR11427272,227964
SRR12070747,31098098
SRR12443354,231320
ERR1124803,555446
SRR6655305,14619
ERR1107984,135502
ERR2154779,35598
SRR5805910,70625
ERR1427373,608854
SRR2168748,4654532
SRR6829414,592860
ERR1218308,189256
ERR1730707,25064
ERR1124712,275796
ERR1475721,56496
SRR15813432,157369
ERR2724013,110376
SRR3342389,247609
ERR960510,8150
SRR6890858,65388
SRR10887525,126162
SRR13724934,85804
SRR10040125,306818
ERR1122730,201224
SRR6250253,2
ERR1888978,419290
ERR1442642,18794
SRR1062609,18048
ERR1475679,24432
ERR1252266,18226
ERR1374835,3392
ERR1124608,603970
SRR1872977,10256
ERR998295,142
SRR5921174,342967
ERR958817,33766
SRR1555537,6646
ERR960872,2200
SRR6654900,7732
ERR1374387,7700
SRR11303157,266
ERR2723263,19774
SRR6469049,30292
ERR960435,3684
SRR14710790,205412
SRR8928805,3868
ERR1857739,26256
SRR9947420,276438
SRR11302866,67
ERR1204613,175320
ERR959970,2900
SRR12436799,39935
ERR1415124,80134
ERR2154807,14938
SRR11540941,360563
SRR6654422,166
SRR12492993,89084
SRR6289760,197972
SRR12708428,661578
SRR16299416,9239
ERR1407532,1672
ERR1122817,101462
ERR1857893,32650
ERR1069056,203522
SRR1872816,20490
ERR925727,194
SRR10836788,235716
SRR1821816,309134
ERR1858097,25290
ERR1374369,10714
ERR863490,25772
SRR6469754,14052
SRR7240612,47479632
SRR11148649,142090
SRR3536536,96414
SRR15204062,183436
SRR2968444,706964
ERR1252164,17876
ERR1122754,253936
ERR697968,83540
ERR960268,6988
ERR1621475,62572
SRR870748,38675
SRR19430240,182903
SRR6655193,1075
SRR6908743,568602
ERR959442,4354
SRR15606832,464990
ERR960998,224
ERR202519,3494
ERR1427116,799126
ERR960702,3632
SRR1554485,1308818
SRR3083711,424626
SRR7746642,51583
SRR7699151,293784
ERR1373447,19036
ERR1205336,92
ERR1889674,246136
SRR7662020,32796
ERR1204486,119508
ERR1730697,23766
SRR3381878,98650
SRR12661567,73575
SRR13979080,2503118
SRR13332319,242522
SRR21228019,162436
DRR032749,169880
ERR2723817,36080
SRR5818008,48817
ERR960836,4348
SRR12661578,90839
SRR13646766,506436
ERR1252069,14892
ERR1216518,64690
SRR6469345,61232
SRR13839975,1143
SRR18290760,86776
ERR1204383,152180
SRR13076837,82747
ERR1216754,22316
SRR10550534,90693
SRR5163041,2399140
SRR7468680,71649
ERR7131140,212044
ERR1108814,150146
ERR960259,2776
SRR700539,223595
SRR8106378,65142
ERR1204394,133062
SRR8787705,3678573
SRR10070722,205464
SRR11303360,84
SRR6877475,421914
ERR1692535,91722
SRR10887471,225148
SRR16299535,13385
SRR12037355,16115
ERR1124451,2343794
SRR8945526,96197
SRR1062383,114479
ERR1442920,9016
SRR2392488,869906
ERR657537,490196
ERR2723979,29004
SRR11955187,682302
SRR11090051,41250
SRR10040069,1021440
SRR14300244,3871214
ERR999238,92
ERR925780,374
ERR1475703,36150
ERR854814,217198
SRR1062525,32220
SRR21966805,295818
SRR3038042,195317
SRR13234618,317532
SRR14340364,7630
ERR1442908,11986
SRR1872408,56
ERR1821762,30040
SRR11303277,122
SRR8928861,4918
SRR3420308,2226524
SRR15626547,400152
ERR1407653,20448
SRR12194877,322687
ERR1205269,422
SRR8591739,882706
ERR525412,30098
SRR5535507,285712
ERR1216777,35974
SRR6450500,156198
ERR1069113,281312
SRR10753224,20644
SRR18220751,48283
SRR11577267,47057
SRR6654928,6503
ERR1216603,68262
SRR6289780,85788
SRR11302413,668
ERR1374216,23138
SRR6170097,1630748
ERR1124841,580466
SRR7662129,17800
SRR8928948,99518
SRR18124377,153000
SRR14055359,1231922
ERR1215872,402
ERR1374279,4648
ERR1216061,89166
ERR517878,71210
SRR6250128,44600
ERR1124549,374946
SRR15626566,441010
ERR737738,91354
ERR853666,40136
SRR13417606,599244
ERR738267,84512
SRR11090026,43281
SRR9674251,119514
ERR1475517,47934
SRR14369959,662514
SRR11302833,71
ERR1374145,4396
SRR13429144,129560
SRR6468869,64826
SRR15204076,161343
ERR1857667,29774
SRR11033315,243726
ERR1888696,420668
ERR1621340,21718
SRR11302310,938
SRR3679512,362666
ERR1373793,45364
ERR853641,38852
ERR1427402,595064
SRR12967073,125425
ERR659928,98000
SRR8244078,118974
SRR6654638,9130
ERR959577,3068
SRR6497183,1875821
SRR9662025,160872
ERR1124548,784106
ERR667471,28116
SRR13115061,470728
SRR7236657,19879069
SRR11303011,162
ERR1857832,27340
SRR6469549,99954
SRR17413279,84263
SRR8106413,41006
SRR11302605,81
SRR8811922,2845
SRR1872455,52
ERR1396956,2870
SRR6020311,11576516
SRR9050632,324943
ERR1122690,209774
SRR11302976,189
SRR13724915,121648
SRR11974582,55915
ERR961000,262
SRR7419827,147916
SRR20869081,60211
ERR1107893,114060
ERR1426875,720804
SRR9728706,483434
ERR1730569,11954
SRR11006213,382676
ERR4568389,192442
ERR1427117,933900
SRR13646743,490538
SRR578911,140932
SRR13181562,455356
SRR12774375,295698
SRR6469201,81534
SRR22018604,232494
SRR10828004,563358
SRR9674293,120416
ERR1251935,13798
SRR2751039,324914
SRR7119838,6903
ERR998102,2872
ERR716848,167574
SRR5507575,231022
SRR6250155,113166
SRR9735172,665838
ERR1108037,245112
SRR10126215,11560
SRR17841615,45799
SRR21429712,176158
SRR13360758,172451
ERR1294272,64001
SRR6908747,214150
SRR7883091,21966
SRR17831296,229220
ERR1407708,152
ERR960458,3588
SRR6654759,15204
ERR381747,111254
SRR6811822,304909
ERR1888989,255486
ERR1427064,1255138
SRR15347707,260904
ERR1407546,2048
ERR596601,49746
SRR12443361,342876
SRR17547488,30743
SRR12661807,81274
ERR1415413,97372
SRR9849264,753668
SRR6468798,75028
SRR7612975,599543
ERR959220,4670
SRR5921022,331398
ERR1475518,46882
SRR10070746,161420
SRR6468964,80584
ERR569532,1848
SRR12874644,140388
SRR1555509,2940
ERR670987,68764
ERR1426930,1075646
ERR689855,73070
SRR9331659,167718
ERR2723848,8656
ERR1891730,61282
SRR6908675,85026
ERR1889008,290068
ERR1431991,48438
ERR1415168,68248
ERR1397072,14256
ERR1251939,15504
SRR1062240,120809
SRR1872276,35672
SRR11858750,428516
SRR519734,4622832
ERR2723961,35150
SRR5485629,150283
SRR10753198,40840
SRR11603947,495858
SRR18516706,890673
ERR1594712,133602
SRR14217631,49010
SRR6250030,52062
SRR8953738,28311088
SRR22018582,1193390
ERR949638,122
ERR1414812,1808
ERR968077,172
ERR1888121,322
SRR3179616,134142
SRR7268906,100308
ERR2723339,120038
SRR13594974,116170
ERR1204249,151176
ERR1730826,6868
SRR11302384,101
SRR5163036,2777680
ERR1204538,324988
ERR1124748,360428
SRR6250041,86958
SRR3679521,314930
SRR13594964,7744
SRR6848346,417268
ERR1124722,360232
SRR10368284,31001
ERR2723023,105228
ERR1891713,63774
ERR853528,61604
ERR716713,55952
ERR569547,1610
ERR999399,74
ERR7720661,1031492
ERR1252179,17632
SRR11427285,216736
SRR8305620,497599
SRR10721218,206136
ERR1374308,13146
ERR1407611,19718
SRR22805228,222414
SRR16299285,9657
SRR11684028,1070418
ERR1252134,14572
ERR1730758,40268
SRR11006210,385228
SRR10117536,234013
ERR1122842,85612
ERR1374540,2458
SRR1555575,3267
ERR854817,161702
ERR1426950,733348
ERR2723450,129102
SRR5084078,187405
SRR13191907,5910844
SRR8883736,37176
ERR667609,40698
ERR1374539,22084
SRR1872556,66
ERR1427255,1210292
SRR7268929,109300
SRR6468930,50122
ERR1215951,233006
SRR1872519,120646
SRR11303295,152
ERR1373677,53264
SRR12141861,238220
ERR1215805,195552
SRR6908734,107430
ERR1816529,24636
SRR5833541,669576
ERR1540893,216740
ERR999270,100
ERR1374654,3946
ERR1069150,251788
SRR11302594,156
SRR10126007,30100
SRR372800,148860
SRR8928761,241778
SRR6249981,50882
SRR17745572,2810
ERR1124604,376598
SRR10958339,277916
SRR16299204,13451
SRR6469319,44478
SRR1021216,386652
ERR7131148,525596
ERR863489,27006
SRR16327297,159836
SRR17714697,202198
SRR11427332,297802
ERR1373537,29296
ERR1374618,68284
ERR2723557,99540
SRR12672462,144748
SRR12436744,158839
SRR8937005,437974
SRR4026149,953694
SRR6267980,929822
ERR1620569,389606
SRR14217666,192204
ERR1427420,640356
ERR853471,68460
ERR1857603,29086
SRR12874647,165022
ERR958855,19670
ERR998320,276
SRR6469003,51484
SRR7268876,103418
SRR6655292,5556
ERR780303,87168
SRR10151887,104504
SRR6020419,2770732
SRR8244093,161951
SRR13076835,66118
ERR1427423,896232
SRR11303279,112
ERR1108209,126218
ERR999265,80
SRR10151979,64610
SRR6655263,11020
SRR10070564,427984
ERR1373674,58010
SRR16195512,269903
ERR1427239,692250
SRR8883791,670697
ERR659943,132940
SRR3018757,281434
SRR5004961,1247030
ERR1205260,78
ERR2723213,2006
ERR1204447,388184
SRR4375299,239144
SRR6020350,946004
SRR1872122,35918
ERR1124454,511594
ERR1122750,122686
DRR032745,190489
ERR1124594,600988
ERR1442599,13936
ERR1204355,177344
SRR21782743,236038
SRR10010385,120442
ERR1204591,143680
ERR2723560,195314
ERR960997,234
SRR6025605,227170
SRR11302437,1183
ERR1706507,84096
SRR9182371,395346
SRR8552558,67801
SRR17879864,316271
ERR1692548,68880
SRR11148650,193696
ERR1757708,30372
ERR1426855,760514
SRR11302290,79
SRR7789544,11298
SRR14213373,73234
ERR1416092,42654
ERR1108052,196410
SRR7468690,58464
SRR3231270,3045820
SRR11303151,130
SRR6654570,26444
SRR18053121,833078
SRR1062536,32556
ERR780050,78204
SRR7886604,703895
SRR14999364,275254
SRR6250216,61302
SRR1871855,48
SRR10126204,11441
SRR9198966,10781
ERR1252011,15216
SRR10863044,6961974
SRR4124043,101403
SRR11302498,113
SRR14285945,192149
SRR5893085,144845
ERR1858057,25714
ERR1108798,83292
SRR17239191,141800
ERR1252085,18486
ERR960062,10
SRR17247907,286710
SRR8591312,80813
ERR1415207,43288
SRR3228717,150230
ERR697910,99692
ERR1857639,29494
SRR23036879,160672
ERR2304205,477074
ERR871474,176
SRR3420392,1622770
ERR959882,66
ERR1216314,210444
ERR1069134,404852
ERR406887,129707
ERR1374160,1818
SRR7661990,22563
SRR5483538,298768
SRR8883802,105728
SRR15927837,688854
SRR2541819,96558
ERR1374762,6436
SRR15362154,578627
SRR10127655,275854
ERR1620573,123162
SRR16195499,54594
SRR1872215,60120
SRR7410473,340404
SRR19520285,2594760
SRR1062394,114119
SRR13181517,305976
ERR959871,80
SRR10312412,201546
SRR17413287,83260
SRR6654559,15103
SRR1872198,40970
SRR6654812,25477
ERR1426886,1032796
ERR689842,71326
ERR1888584,301568
ERR1414903,74616
SRR11951235,169423
ERR7131167,513972
SRR13646808,377616
SRR6908639,1716
SRR12313632,201660
SRR1872653,16456
ERR780318,93546
ERR1621534,29840
ERR1374550,13714
ERR738254,93848
ERR1415214,26212
SRR9906798,228906
SRR14213390,76065
SRR10151679,61516
ERR738292,79672
SRR6469576,2
SRR8788644,609682
SRR8811909,62447
ERR1692556,58888
SRR8587727,714324
SRR11563218,60206
ERR2723541,4810
SRR8599809,1086684
ERR960247,3494
ERR1620558,319836
SRR7947926,575374
SRR12356853,283268
SRR13176116,451664
ERR1757463,16072
ERR1414916,103206
ERR1396928,147496
ERR1414858,45798
SRR10151807,66736
SRR4050161,467276
SRR3166961,65126
SRR6654366,29756
ERR2723604,112526
SRR14217583,104960
ERR1889690,7602
ERR4910723,197823
ERR2402426,674956
SRR8883692,131902
ERR1216933,1445626
ERR1205348,209102
SRR8106287,532662
ERR1099423,103478
SRR11874789,96924
ERR1857862,462
ERR1251999,14404
SRR18267560,242530
SRR13646759,355198
SRR12037379,18394
SRR11540939,533296
SRR18516720,486684
ERR1620551,188456
SRR13242461,240995
ERR1107915,131792
ERR1757410,27844
SRR19892909,138494
ERR1889521,93150
ERR998211,44968
SRR17630958,108113
SRR5810871,102
ERR1414941,39034
SRR9708002,122640
ERR4029257,697286
SRR9312974,133776
SRR6469369,85458
ERR1216551,24864
ERR1407609,378
ERR1216191,104696
ERR1410183,38650
ERR1888915,404138
ERR4568382,745904
ERR780065,81146
SRR6469823,60966
ERR960749,920
ERR2154730,142942
SRR870778,75836
ERR1475522,26134
SRR1872167,51504
SRR17386279,505406
SRR2146361,53676
ERR962926,5468
ERR1821643,24062
ERR1888458,293002
ERR1442703,15836
ERR1857629,30748
SRR10277634,217570
SRR8883824,57053
SRR7145920,2896562
ERR1251916,18838
SRR10863048,2104213
SRR1872854,15450
ERR1426826,172974
SRR8883705,236906
ERR1621344,42508
SRR6268155,238896
ERR1888843,17960
ERR1108737,204158
ERR1204406,147250
ERR1416080,50778
ERR1821662,21018
SRR5507582,212536
SRR11852111,143746
SRR6469366,47702
SRR7119825,11573
SRR16299412,26323
SRR7535399,49392
SRR6289725,76496
ERR960311,5504
SRR19671825,320644
SRR11420469,60334
SRR6250292,95212
SRR11610426,182340
SRR19430238,182242
ERR1621435,61008
SRR2353209,1518986
SRR11303195,30
ERR1857633,32490
SRR9849273,507666
SRR10038916,612762
SRR17085056,481148
SRR12661591,108079
SRR3231328,9035494
SRR3536535,96814
ERR999464,81800
SRR18788791,164326
SRR10126065,15906
ERR853701,41262
SRR9207168,114140
SRR11302439,97
SRR14217642,78120
ERR998243,376
ERR999508,304
SRR8647261,637732
SRR10753217,12602
SRR9674238,128564
SRR1062260,537777
ERR1205105,104722
SRR7662037,32966
SRR6250165,94828
SRR9198762,10006
SRR10887614,183032
ERR1125026,609658
SRR12492997,109954
SRR7662159,16422
SRR1872037,37740
SRR2051090,229017
SRR13015642,352930
SRR9198983,7721
ERR2723371,77620
ERR659811,86898
ERR573425,34972
SRR17219957,4873
SRR8788633,1347096
SRR6655325,5614
SRR7089638,632500
ERR999395,124
ERR2723200,24696
ERR960032,1668
ERR1888953,102280
ERR1414832,59388
ERR2723498,210826
SRR8106576,52682
ERR1216021,155194
ERR1124908,374974
ERR959002,2988
SRR4369375,186261
SRR12744940,271576
SRR12194911,423887
ERR232311,12500
ERR1891688,61770
SRR6654946,11753
SRR3143897,362555
ERR1621496,53162
SRR17413282,79880
SRR10887491,245086
SRR5921124,294982
ERR1203501,329350
SRR6469126,3472
SRR13074818,25614
SRR1062808,20621
SRR13602438,278316
SRR11302984,82
SRR11267490,614084
ERR1475593,32120
SRR6654701,16475
ERR1426847,380486
ERR755714,234766
ERR1475743,36144
SRR14551645,8181866
ERR2154667,62746
ERR1124881,597404
SRR5127985,177797
SRR11267532,214658
SRR1062219,21063
ERR1046084,98440
ERR1108010,102994
SRR21966432,115117
SRR10321291,54786
SRR11427442,322608
ERR1373568,34166
SRR8552561,131250
SRR1872784,11056
SRR8106271,232654
SRR10117527,198075
SRR13376235,315052
ERR1252224,17514
SRR6654887,18028
SRR5810916,842
SRR3231282,2242038
ERR755692,213238
ERR1620510,160252
SRR5805893,529914
ERR1621645,72526
ERR1215811,188182
SRR10070730,41562
ERR1374285,6858
SRR22018596,961604
SRR7789600,13208
ERR1730782,48418
ERR1218418,292388
ERR492373,60130
SRR11302493,112
SRR6289719,73782
SRR13565144,399180
ERR1108543,251228
ERR716723,59810
SRR1821844,265733
ERR1395866,204
ERR1427228,664788
SRR10974015,58602
ERR4029231,218544
SRR1872813,17310
SRR1555552,2917
ERR1107991,90678
ERR525384,42916
ERR1108797,112542
ERR1730808,16184
SRR10990418,140696
ERR1415224,32492
SRR14217654,122280
SRR10153639,249480
SRR6908622,3944
SRR12874643,161582
SRR3086891,28791
ERR962972,1946
SRR6289823,78856
ERR1374395,5180
ERR1888274,13852
ERR999556,82768
SRR6825145,147288
SRR6250321,116092
ERR1621453,30494
SRR10753203,11432
ERR467064,76148
ERR232345,6672
SRR2750977,394008
SRR17349048,254968
ERR960470,24762
SRR6469353,101672
SRR13979079,3143539
ERR582896,202
ERR1730781,27490
ERR1216350,123702
SRR392108,2246
ERR716914,147596
SRR9211494,155756
ERR2723366,227038
ERR1374358,2456
ERR1415026,162
SRR6654783,12129
SRR18053119,2722900
ERR697872,63812
SRR12037496,23176
SRR5837503,272916
SRR7468678,50852
ERR1215588,474
SRR13519934,1243740
SRR10948889,433184
ERR1396978,264672
SRR22825760,6806078
SRR1062262,519644
ERR1203514,164594
SRR1062766,121891
SRR10070666,213852
SRR15483585,413554
SRR5251436,50250
SRR1872413,68760
SRR1872254,48
ERR1888407,611114
SRR7662132,17898
ERR960306,2922
SRR10151703,237266
SRR6654992,9210
ERR2723831,22930
SRR1062308,20844
ERR1124977,383290
SRR6250061,89376
SRR11186425,470816
ERR1125055,523984
ERR1252252,15864
ERR596674,27592
ERR1888422,523776
ERR1475757,13976
SRR5376368,706792
SRR5382053,132134
SRR10126066,23775
ERR467068,168398
SRR11302829,906
SRR11926640,143398
ERR960194,1848
SRR2013987,333482
SRR10070668,147652
SRR2751010,216005
SRR6003530,187502
SRR7535432,46035
SRR11206271,54407
SRR13646790,373328
ERR659816,49524
SRR6654554,19763
ERR1888382,228290
SRR13234675,81675
ERR959391,2
SRR12037320,14670
ERR659836,60314
ERR968050,746
SRR11303340,1128
SRR13938372,92530
SRR3923669,103821
ERR1692618,66944
ERR7131154,718058
SRR16299417,9122
ERR1889392,288560
ERR1621500,18866
ERR1888222,2746
SRR19571682,119966
SRR11420478,76068
SRR21529724,1826272
ERR1122736,184890
SRR13115042,621030
SRR10974086,63672
SRR12661731,87444
SRR13938365,123768
SRR1872812,25118
SRR19671822,555608
SRR5379364,121912
ERR2146949,335854
ERR960249,154536
ERR1888871,302188
ERR1414819,29516
SRR12194910,280215
SRR1062507,31780
ERR582861,266
ERR1216580,16390
SRR10151923,78212
SRR6654742,14455
SRR10070647,70174
ERR1475608,38684
ERR1204411,148762
ERR1374362,5344
ERR1442859,17252
ERR2146952,245112
SRR14923952,127292
SRR14144778,683400
ERR1427297,1156032
ERR958842,34036
SRR9198779,3276
ERR1475755,43912
SRR13339151,164346
SRR11016370,169746
ERR963147,114
SRR5805904,96719
ERR959418,2126
SRR6020440,398654
SRR6250306,126852
ERR1858011,27112
SRR14428575,249642
ERR1427085,901002
ERR1216164,112228
ERR1730766,25378
ERR1124970,224312
SRR10836784,122032
ERR590770,31852
SRR2735235,655794
ERR1414823,60282
SRR11315239,305998
SRR998889,29459
SRR9198852,6585
SRR6469497,141958
ERR1203477,145256
ERR2723824,105906
ERR1374381,2016
ERR999410,88
ERR1888571,527870
ERR1216544,64884
ERR998257,46824
SRR8526626,1840
SRR12493026,103581
ERR1442784,14734
ERR1858045,31488
ERR8516977,2701188
ERR1889275,153168
SRR10990404,484898
SRR14139662,398134
ERR871438,138462
SRR1872926,110
SRR5810797,2888
ERR1821680,22742
SRR6908604,24578
SRR12708451,701098
SRR7662155,17543
DRR224552,449018
ERR1621385,60324
ERR1889557,81772
SRR13181536,331784
SRR6468896,45394
ERR340697,3434
ERR1373777,42714
ERR2723842,67836
SRR6249956,42480
SRR11092479,868405
ERR697986,64066
ERR517933,50128
ERR2154783,14164
ERR697884,66176
ERR1069082,521484
SRR5122166,5605
SRR1872388,39376
SRR16195497,55440
SRR9966397,582072
SRR18124523,544848
SRR5893075,221554
ERR871606,200
SRR12492990,95697
ERR998137,58362
SRR11214416,691866
ERR960577,2
SRR3932214,238300
ERR1397054,68922
SRR6176650,901924
ERR1415005,132
